16.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.88 0.0 0.0 0.0 0.0 0.0 26.36 0.0 0.0 0.0 28.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.87 0.0 0.0 0.0 0.0 0.0 50.0 0.0
0.0 39.98 0.0 0.0 0.0 0.0 0.0 22.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.02 0.0 0.0 0.0 0.0 0.0 24.06 0.0 0.0 53.99 0.0 0.0 0.0 54.49 0.0 0.0 0.0 0.0 0.0
0.0 0.0 24.62 0.0 0.0 0.0 0.0 0.0 0.0 30.08 0.0 0.0 31.48 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.21 0.0 0.0 0.0 0.0 0.0 0.0 42.24 0.0 43.6 0.0 0.0 0.0 0.0
0.0 0.0 0.0 20.89 0.0 0.0 0.0 0.0 31.92 0.0 0.0 0.0 0.0 0.0 27.78 0.0 0.0 0.0 0.0 21.1 0.0 0.0 0.0 0.0 0.0 37.18 0.0 0.0 0.0 0.0 0.0 0.0 54.61 0.0 0.0 0.0
0.0 0.0 0.0 0.0 31.01 0.0 0.0 0.0 0.0 0.0 0.0 39.81 0.0 0.0 0.0 28.18 0.0 0.0 0.0 0.0 0.0 35.63 0.0 0.0 0.0 0.0 0.0 48.72 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.36
0.0 0.0 0.0 0.0 0.0 25.59 43.66 0.0 0.0 0.0 0.0 0.0 0.0 23.79 0.0 0.0 0.0 0.0 48.1 0.0 0.0 0.0 0.0 0.0 21.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.17 0.0 0.0
0.0 0.0 0.0 0.0 0.0 27.85 11.94 0.0 0.0 0.0 0.0 0.0 0.0 34.82 0.0 0.0 0.0 0.0 21.84 0.0 0.0 0.0 0.0 0.0 31.88 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.51 0.0 0.0
0.0 26.76 0.0 0.0 0.0 0.0 0.0 20.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.61 0.0 0.0 0.0 0.0 0.0 43.76 0.0 0.0 24.56 0.0 0.0 0.0 32.04 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 25.42 0.0 0.0 0.0 0.0 38.21 0.0 0.0 0.0 0.0 0.0 29.86 0.0 0.0 0.0 0.0 57.39 0.0 0.0 0.0 0.0 0.0 22.2 0.0 0.0 0.0 0.0 0.0 0.0 52.63 0.0 0.0 0.0
0.0 0.0 20.51 0.0 0.0 0.0 0.0 0.0 0.0 39.78 0.0 0.0 29.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 43.42 0.0 0.0 0.0 0.0 0.0 0.0 35.93 0.0 32.05 0.0 0.0 0.0 0.0
