10.21 6.78 7.74 11.02 12.58 14.52 10.53 11.05 14.97 14.41 13.1 14.38 12.7 10.3 10.72
10.7 9.47 8.62 19.46 11.02 7.4 17.49 10.71 12.04 19.67 8.82 8.97 18.95 9.03 6.71
10.2 14.32 7.35 12.02 6.61 12.8 19.44 11.71 9.16 14.72 9.16 5.21 13.39 9.55 14.24
19.93 8.01 6.71 16.68 13.16 6.88 12.28 14.47 6.96 11.19 9.57 6.01 18.05 12.67 7.09
17.46 14.22 5.02 12.21 7.62 8.78 16.41 13.91 8.83 17.24 6.05 7.51 19.62 8.08 12.91
17.38 9.74 14.7 14.08 14.56 5.33 12.8 8.37 9.86 18.65 8.49 12.17 14.61 11.51 10.08
12.17 12.75 14.29 13.67 7.74 11.83 16.3 11.77 7.64 13.18 11.36 8.67 18.23 5.54 12.95
17.7 7.84 12.13 17.14 14.67 14.12 16.81 5.59 12.77 18.93 13.29 11.4 11.07 7.02 9.15
12.11 13.27 11.83 13.54 9.99 8.55 16.09 14.13 13.18 12.38 5.93 7.45 19.64 5.49 14.07
19.83 11.44 5.11 15.63 6.81 13.39 11.06 12.68 14.91 18.81 7.49 6.61 15.63 10.48 9.57
13.79 12.65 13.54 11.95 7.02 6.55 13.25 13.55 12.44 13.22 7.57 11.97 14.22 8.58 5.65
16.84 9.24 7.56 11.25 8.92 6.37 19.78 9.96 5.89 14.47 5.13 9.59 10.83 7.53 5.54
17.94 10.26 7.85 18.76 6.76 9.13 19.93 7.42 10.65 19.34 8.38 9.82 14.75 13.05 6.53
17.93 12.19 13.92 16.45 8.66 7.99 13.67 6.43 7.24 13.71 13.11 10.18 18.56 12.14 6.43
14.14 8.01 14.16 14.04 6.71 5.93 12.64 12.4 14.37 10.75 8.67 13.15 18.46 10.51 6.83
12.19 5.75 6.15 15.37 10.32 6.88 17.66 10.99 6.01 14.3 9.0 7.05 17.72 8.34 13.84
12.37 12.81 6.83 18.99 14.96 7.46 14.66 11.1 13.82 10.9 11.57 6.47 15.45 13.93 5.76
17.29 9.19 6.57 19.08 6.53 10.37 16.61 6.2 12.92 19.92 13.62 11.44 13.57 12.81 11.73
12.24 8.91 10.75 12.94 13.13 5.06 16.54 11.23 9.92 15.17 14.43 5.59 10.12 10.36 7.65
15.9 7.87 9.84 11.68 5.83 12.15 16.35 6.29 14.44 14.78 6.31 9.95 11.43 10.97 7.52
12.83 12.53 13.72 13.72 6.01 6.7 10.33 12.73 13.06 13.58 6.2 14.79 10.98 10.92 8.63
10.88 14.75 11.26 19.43 5.62 8.09 11.83 14.14 12.06 17.82 13.71 8.42 10.78 12.13 9.1
11.88 12.1 10.69 17.29 14.59 8.35 15.65 7.04 8.78 13.91 9.6 10.74 14.75 11.69 13.7
12.05 5.39 11.53 12.97 14.69 5.93 18.64 6.84 9.2 15.37 12.82 9.09 11.09 14.0 14.91
15.74 11.18 13.11 16.51 7.8 8.73 19.12 11.04 7.44 16.65 6.02 5.11 17.6 6.23 10.07
12.66 13.81 9.02 11.15 11.44 13.8 13.71 12.71 10.33 12.66 9.41 14.99 13.14 7.53 5.83
15.98 14.99 5.8 17.67 11.76 5.67 12.27 13.13 13.71 16.69 7.64 9.52 12.17 5.83 9.16
19.7 13.87 10.28 19.81 6.75 13.3 18.5 10.79 13.65 16.13 5.88 6.64 14.25 5.86 5.09
15.04 14.76 9.62 12.07 5.8 10.21 11.79 13.69 10.65 19.06 11.59 11.99 17.71 7.48 12.43
18.41 12.78 5.17 19.13 11.29 11.41 11.38 9.14 5.13 16.91 6.48 8.14 13.4 5.72 9.93
16.77 12.27 5.46 10.25 7.84 13.66 16.78 12.48 10.5 11.5 10.76 5.23 18.02 10.5 7.74
16.8 13.15 14.71 13.17 9.36 11.28 18.12 7.96 8.5 10.44 8.45 12.19 15.15 6.76 13.42
18.06 14.45 9.66 18.15 7.17 9.52 18.86 5.9 10.61 14.0 9.05 14.66 10.57 11.9 8.28
17.87 13.67 8.27 10.22 9.14 11.04 16.5 9.13 6.58 16.05 7.32 10.27 17.03 12.85 9.75
11.27 7.66 11.61 16.99 6.09 5.94 10.7 12.71 6.3 10.76 11.19 10.28 19.47 13.77 13.26
18.54 6.96 14.55 15.33 6.9 6.34 15.19 12.43 9.4 13.25 6.39 9.05 17.29 12.9 14.98
