18.3 12.93 7.54 12.89 8.79 14.61 19.69 8.48 14.45
18.47 8.09 12.41 19.08 9.35 14.56 12.82 9.99 10.72
18.58 11.59 5.03 11.71 8.34 12.88 18.21 11.5 9.6
14.41 12.02 14.39 19.64 9.01 12.5 16.83 12.98 6.32
12.83 12.59 11.87 16.96 11.7 5.91 13.68 11.96 14.52
19.61 8.98 13.51 13.96 10.52 11.17 14.21 11.6 10.17
15.06 7.02 14.13 18.64 12.35 12.57 15.75 9.77 11.22
11.84 6.95 5.79 13.83 10.28 12.32 14.61 11.86 6.91
14.79 11.76 9.43 10.94 9.78 6.09 14.18 11.99 9.25
16.93 8.58 13.62 18.02 7.36 14.82 14.17 5.13 6.02
