34.41 0.0 0.0 0.0 0.0 40.01 0.0 0.0 0.0 0.0 27.71 0.0 0.0 0.0 0.0 57.38 0.0 0.0 0.0 0.0
0.0 27.89 0.0 0.0 0.0 0.0 0.0 0.0 23.51 0.0 0.0 0.0 41.01 0.0 0.0 0.0 0.0 0.0 0.0 48.25
0.0 0.0 28.96 0.0 0.0 0.0 0.0 30.23 0.0 0.0 0.0 0.0 0.0 0.0 43.26 0.0 0.0 0.0 28.55 0.0
0.0 0.0 0.0 15.53 0.0 0.0 0.0 0.0 0.0 25.27 0.0 33.38 0.0 0.0 0.0 0.0 54.96 0.0 0.0 0.0
0.0 0.0 0.0 0.0 36.94 0.0 37.6 0.0 0.0 0.0 0.0 0.0 0.0 25.8 0.0 0.0 0.0 31.59 0.0 0.0
53.97 0.0 0.0 0.0 0.0 34.1 0.0 0.0 0.0 0.0 53.1 0.0 0.0 0.0 0.0 42.33 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 34.58 0.0 25.11 0.0 0.0 0.0 0.0 0.0 0.0 44.42 0.0 0.0 0.0 46.66 0.0 0.0
0.0 0.0 26.5 0.0 0.0 0.0 0.0 10.99 0.0 0.0 0.0 0.0 0.0 0.0 33.53 0.0 0.0 0.0 46.89 0.0
0.0 31.19 0.0 0.0 0.0 0.0 0.0 0.0 36.67 0.0 0.0 0.0 57.44 0.0 0.0 0.0 0.0 0.0 0.0 57.43
0.0 0.0 0.0 23.6 0.0 0.0 0.0 0.0 0.0 22.81 0.0 32.27 0.0 0.0 0.0 0.0 28.77 0.0 0.0 0.0
25.21 0.0 0.0 0.0 0.0 59.58 0.0 0.0 0.0 0.0 17.54 0.0 0.0 0.0 0.0 34.69 0.0 0.0 0.0 0.0
0.0 0.0 0.0 54.56 0.0 0.0 0.0 0.0 0.0 31.44 0.0 36.11 0.0 0.0 0.0 0.0 36.41 0.0 0.0 0.0
0.0 50.43 0.0 0.0 0.0 0.0 0.0 0.0 54.5 0.0 0.0 0.0 32.36 0.0 0.0 0.0 0.0 0.0 0.0 42.72
0.0 0.0 0.0 0.0 24.57 0.0 29.44 0.0 0.0 0.0 0.0 0.0 0.0 21.37 0.0 0.0 0.0 29.9 0.0 0.0
0.0 0.0 31.89 0.0 0.0 0.0 0.0 59.77 0.0 0.0 0.0 0.0 0.0 0.0 24.69 0.0 0.0 0.0 29.71 0.0
58.84 0.0 0.0 0.0 0.0 23.02 0.0 0.0 0.0 0.0 52.03 0.0 0.0 0.0 0.0 38.96 0.0 0.0 0.0 0.0
0.0 0.0 0.0 33.02 0.0 0.0 0.0 0.0 0.0 48.41 0.0 32.35 0.0 0.0 0.0 0.0 23.94 0.0 0.0 0.0
0.0 0.0 0.0 0.0 51.3 0.0 35.88 0.0 0.0 0.0 0.0 0.0 0.0 41.22 0.0 0.0 0.0 10.88 0.0 0.0
0.0 0.0 44.86 0.0 0.0 0.0 0.0 57.81 0.0 0.0 0.0 0.0 0.0 0.0 29.91 0.0 0.0 0.0 22.2 0.0
0.0 49.77 0.0 0.0 0.0 0.0 0.0 0.0 24.79 0.0 0.0 0.0 26.33 0.0 0.0 0.0 0.0 0.0 0.0 35.27
