14.7 9.59 14.14 11.46 8.18 10.69 18.71 12.86 9.63 14.82 14.95 12.09 13.28 9.46 8.47
15.53 7.58 13.86 19.24 13.96 11.5 12.14 13.72 5.57 14.61 10.24 10.19 13.32 14.79 9.99
14.72 11.03 9.11 11.07 7.8 7.55 15.84 11.52 14.13 15.74 10.19 8.57 18.09 6.16 8.0
17.58 7.66 12.34 12.21 14.1 11.99 17.57 5.15 10.71 10.4 11.03 6.89 12.47 7.14 7.52
13.83 9.61 10.38 18.9 14.27 10.02 13.11 11.49 11.14 18.5 6.44 10.67 14.49 14.57 5.68
12.59 7.67 5.81 13.87 6.06 7.55 10.69 13.32 14.97 11.31 7.68 9.6 10.23 8.65 8.1
14.24 5.13 8.36 11.81 6.77 7.25 15.95 11.53 9.79 18.62 7.0 12.34 12.51 9.56 8.45
13.13 7.52 8.84 15.63 7.99 9.23 14.92 6.92 5.7 16.97 11.49 7.35 15.55 5.49 7.35
18.14 11.41 8.61 19.95 8.18 7.75 18.53 10.66 5.89 18.07 11.91 9.57 11.76 6.09 10.38
15.2 13.55 8.22 19.84 10.2 13.38 14.95 14.51 10.33 16.2 12.76 10.91 12.02 12.52 5.91
19.06 11.89 14.32 14.69 12.81 7.7 11.25 13.5 7.72 17.95 7.37 9.84 15.84 7.4 5.7
10.68 10.34 10.74 12.97 12.06 13.28 16.66 10.19 8.69 14.0 8.22 8.66 19.23 13.47 10.67
17.56 10.1 12.28 15.65 5.45 5.59 16.75 8.45 6.25 11.49 8.98 11.7 10.93 5.62 10.15
15.54 5.49 9.52 18.99 7.69 6.32 10.13 7.36 11.17 17.02 9.21 5.01 18.19 9.38 6.39
19.69 11.23 14.99 18.98 14.95 9.31 19.68 8.89 8.91 16.7 9.28 7.8 16.43 13.94 10.38
13.39 11.77 13.75 19.77 11.85 6.78 17.87 12.85 7.56 16.17 13.99 11.99 17.55 12.9 9.46
13.46 7.68 9.31 12.79 6.0 14.38 13.56 5.88 6.47 15.4 9.33 9.6 11.41 9.31 8.26
17.12 11.98 10.02 16.28 6.85 9.86 12.75 10.29 11.07 17.17 11.62 12.78 17.35 6.74 13.41
19.19 12.31 5.52 13.64 8.87 10.18 16.84 13.85 7.12 19.5 9.23 7.75 10.23 8.07 6.19
17.05 5.07 7.32 13.96 11.12 14.38 19.22 11.72 5.57 19.84 12.63 14.75 16.32 10.26 8.83
