34.0 0.0 0.0 45.45 0.0 0.0 0.0 0.0 56.53 0.0 24.88 0.0
0.0 39.27 0.0 0.0 0.0 59.77 0.0 49.07 0.0 0.0 0.0 34.45
0.0 0.0 35.96 0.0 42.44 0.0 27.89 0.0 0.0 49.45 0.0 0.0
36.08 0.0 0.0 38.38 0.0 0.0 0.0 0.0 56.4 0.0 55.82 0.0
0.0 0.0 42.7 0.0 16.23 0.0 37.54 0.0 0.0 40.59 0.0 0.0
0.0 46.7 0.0 0.0 0.0 29.5 0.0 40.77 0.0 0.0 0.0 24.07
0.0 0.0 51.87 0.0 44.73 0.0 12.35 0.0 0.0 52.72 0.0 0.0
0.0 47.24 0.0 0.0 0.0 42.98 0.0 26.15 0.0 0.0 0.0 51.22
45.38 0.0 0.0 40.41 0.0 0.0 0.0 0.0 13.72 0.0 51.7 0.0
0.0 0.0 58.09 0.0 35.43 0.0 23.97 0.0 0.0 36.35 0.0 0.0
37.41 0.0 0.0 28.18 0.0 0.0 0.0 0.0 23.93 0.0 16.52 0.0
0.0 49.92 0.0 0.0 0.0 56.09 0.0 49.18 0.0 0.0 0.0 13.18
