14.43 12.64 13.89 12.41 5.05 11.98 13.92 8.53 11.9
11.79 7.01 5.7 13.96 6.55 5.55 14.68 13.02 9.42
16.08 10.75 11.83 17.28 5.63 6.65 14.08 5.64 11.24
19.42 14.31 13.86 14.66 9.61 6.21 13.7 5.43 11.06
10.21 13.29 7.29 13.18 13.52 13.34 15.52 10.51 10.08
15.39 12.66 7.91 15.07 6.64 7.69 15.6 5.08 10.72
17.26 9.09 11.4 15.48 14.52 7.45 16.97 11.6 12.35
12.19 12.36 7.51 10.43 5.98 12.37 19.76 10.68 6.71
12.05 10.01 11.15 18.29 7.08 7.04 14.28 6.19 10.98
14.93 12.42 7.85 12.66 11.03 6.57 14.4 7.43 5.42
11.86 14.76 5.49 12.28 14.49 5.22 10.62 6.1 14.01
10.39 5.93 10.8 15.56 5.85 6.53 16.65 8.18 13.28
