15.93 14.36 11.01 16.26 11.77 6.08 18.44 13.01 12.02 17.82 9.41 11.55 11.5 14.99 7.35
19.98 13.93 13.21 12.54 13.93 10.05 18.21 5.11 13.23 14.58 9.34 13.56 11.17 13.97 13.66
15.58 10.78 11.92 14.24 5.3 8.3 10.73 11.72 9.49 13.5 7.03 10.32 19.7 10.29 14.7
19.15 8.47 7.43 16.09 6.68 9.86 11.3 13.36 6.23 14.32 6.05 9.56 19.24 9.61 14.4
15.1 8.97 11.63 11.37 6.14 13.37 14.39 5.38 7.89 16.7 11.77 14.3 18.94 11.94 9.77
14.14 6.19 8.88 15.93 9.61 9.02 12.05 6.9 8.75 14.86 5.9 5.27 19.15 6.78 14.41
18.33 14.01 10.76 17.65 9.8 6.66 11.75 11.29 14.65 15.64 11.69 7.41 18.98 13.75 12.04
19.42 12.97 6.33 17.07 12.82 7.01 17.4 10.2 7.64 15.11 9.88 14.57 16.85 9.91 6.64
14.08 10.4 11.5 15.66 9.46 5.04 11.87 10.7 9.76 10.48 14.77 11.33 16.57 12.05 14.03
16.6 5.11 8.75 15.11 5.91 10.68 11.78 10.66 10.68 15.25 8.59 12.2 19.57 10.41 12.5
13.92 7.93 13.91 12.58 6.92 9.11 13.87 14.61 13.02 19.81 6.79 12.44 15.94 8.23 14.04
18.92 14.69 9.43 19.64 8.32 6.71 12.52 6.07 7.1 10.41 5.8 5.04 13.31 10.82 11.05
19.27 5.7 8.85 16.97 6.44 5.02 18.25 8.58 10.23 17.52 14.93 9.66 15.01 8.37 8.58
16.99 9.11 6.04 18.6 7.06 12.73 10.69 14.04 12.66 13.05 8.65 8.06 12.63 8.97 6.53
16.34 12.3 14.34 19.31 7.28 9.22 11.07 9.67 12.19 13.33 14.97 11.89 18.09 7.31 10.01
14.41 7.1 7.68 17.5 7.08 13.64 14.34 12.6 13.9 10.17 12.7 8.24 17.74 8.84 11.17
12.1 9.83 5.24 12.83 8.57 14.49 10.17 10.45 12.54 15.67 5.41 8.11 19.09 13.92 8.3
19.34 13.31 11.3 16.0 12.25 11.33 16.14 8.54 6.18 15.44 12.36 6.72 12.76 6.75 8.88
16.54 6.73 9.38 15.39 7.11 13.67 19.02 14.95 10.19 11.17 14.16 6.44 11.47 8.67 11.05
15.62 6.78 10.62 13.98 14.4 9.13 12.03 14.21 7.38 17.6 6.35 13.6 11.11 5.61 11.59
12.98 5.22 10.65 16.43 6.8 14.48 19.12 9.78 11.33 19.14 12.86 13.11 18.13 12.17 10.17
15.33 8.32 10.47 13.51 7.32 8.23 10.18 6.86 13.87 18.8 5.27 12.19 12.47 7.24 11.66
13.61 9.74 12.03 18.17 8.74 11.22 13.51 8.41 11.92 18.35 11.16 6.04 18.94 10.02 11.41
16.88 10.72 8.28 14.88 13.03 12.64 15.23 5.22 10.21 18.86 8.97 7.88 10.8 11.93 10.37
11.29 9.49 5.3 17.08 10.57 8.5 10.03 11.47 13.33 15.01 11.62 5.85 14.72 6.03 11.3
