19.07 0.0 0.0 0.0 0.0 0.0 54.41 0.0 0.0 0.0 23.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.3 0.0 0.0 48.08 0.0 0.0
0.0 12.18 0.0 0.0 0.0 42.27 0.0 0.0 0.0 0.0 0.0 48.9 0.0 0.0 0.0 43.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.53 0.0
0.0 0.0 22.39 0.0 0.0 0.0 0.0 0.0 47.31 0.0 0.0 0.0 0.0 37.93 0.0 0.0 0.0 46.83 0.0 0.0 0.0 0.0 0.0 0.0 42.91
0.0 0.0 0.0 19.12 0.0 0.0 0.0 0.0 0.0 22.45 0.0 0.0 0.0 0.0 22.62 0.0 0.0 0.0 41.5 0.0 0.0 52.5 0.0 0.0 0.0
0.0 0.0 0.0 0.0 28.4 0.0 0.0 35.16 0.0 0.0 0.0 0.0 52.68 0.0 0.0 0.0 41.41 0.0 0.0 0.0 33.79 0.0 0.0 0.0 0.0
0.0 21.73 0.0 0.0 0.0 21.56 0.0 0.0 0.0 0.0 0.0 54.06 0.0 0.0 0.0 21.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.6 0.0
37.95 0.0 0.0 0.0 0.0 0.0 11.84 0.0 0.0 0.0 25.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.54 0.0 0.0 46.13 0.0 0.0
0.0 0.0 0.0 0.0 44.93 0.0 0.0 19.4 0.0 0.0 0.0 0.0 53.63 0.0 0.0 0.0 58.77 0.0 0.0 0.0 53.83 0.0 0.0 0.0 0.0
0.0 0.0 41.25 0.0 0.0 0.0 0.0 0.0 16.15 0.0 0.0 0.0 0.0 34.29 0.0 0.0 0.0 56.57 0.0 0.0 0.0 0.0 0.0 0.0 50.38
0.0 0.0 0.0 42.77 0.0 0.0 0.0 0.0 0.0 32.63 0.0 0.0 0.0 0.0 41.66 0.0 0.0 0.0 41.78 0.0 0.0 47.12 0.0 0.0 0.0
58.55 0.0 0.0 0.0 0.0 0.0 49.48 0.0 0.0 0.0 39.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.97 0.0 0.0 51.97 0.0 0.0
0.0 55.12 0.0 0.0 0.0 28.05 0.0 0.0 0.0 0.0 0.0 36.95 0.0 0.0 0.0 52.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.35 0.0
0.0 0.0 0.0 0.0 30.66 0.0 0.0 48.47 0.0 0.0 0.0 0.0 30.04 0.0 0.0 0.0 38.0 0.0 0.0 0.0 48.76 0.0 0.0 0.0 0.0
0.0 0.0 56.89 0.0 0.0 0.0 0.0 0.0 35.68 0.0 0.0 0.0 0.0 13.62 0.0 0.0 0.0 36.56 0.0 0.0 0.0 0.0 0.0 0.0 47.61
0.0 0.0 0.0 45.77 0.0 0.0 0.0 0.0 0.0 53.24 0.0 0.0 0.0 0.0 33.26 0.0 0.0 0.0 43.19 0.0 0.0 34.87 0.0 0.0 0.0
0.0 27.18 0.0 0.0 0.0 54.69 0.0 0.0 0.0 0.0 0.0 30.78 0.0 0.0 0.0 27.78 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.04 0.0
0.0 0.0 0.0 0.0 32.59 0.0 0.0 48.62 0.0 0.0 0.0 0.0 24.63 0.0 0.0 0.0 27.5 0.0 0.0 0.0 54.38 0.0 0.0 0.0 0.0
0.0 0.0 51.93 0.0 0.0 0.0 0.0 0.0 42.88 0.0 0.0 0.0 0.0 36.51 0.0 0.0 0.0 31.11 0.0 0.0 0.0 0.0 0.0 0.0 22.73
0.0 0.0 0.0 36.61 0.0 0.0 0.0 0.0 0.0 30.06 0.0 0.0 0.0 0.0 26.35 0.0 0.0 0.0 32.31 0.0 0.0 24.42 0.0 0.0 0.0
55.3 0.0 0.0 0.0 0.0 0.0 45.35 0.0 0.0 0.0 44.42 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.72 0.0 0.0 45.02 0.0 0.0
0.0 0.0 0.0 0.0 53.97 0.0 0.0 58.87 0.0 0.0 0.0 0.0 45.96 0.0 0.0 0.0 31.63 0.0 0.0 0.0 34.02 0.0 0.0 0.0 0.0
0.0 0.0 0.0 41.29 0.0 0.0 0.0 0.0 0.0 43.2 0.0 0.0 0.0 0.0 41.5 0.0 0.0 0.0 36.78 0.0 0.0 39.03 0.0 0.0 0.0
51.71 0.0 0.0 0.0 0.0 0.0 49.13 0.0 0.0 0.0 46.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.49 0.0 0.0 10.91 0.0 0.0
0.0 28.98 0.0 0.0 0.0 30.5 0.0 0.0 0.0 0.0 0.0 28.41 0.0 0.0 0.0 58.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.02 0.0
0.0 0.0 21.38 0.0 0.0 0.0 0.0 0.0 50.95 0.0 0.0 0.0 0.0 40.15 0.0 0.0 0.0 39.16 0.0 0.0 0.0 0.0 0.0 0.0 17.73
