14.56 13.14 8.85 17.89 8.79 8.17 15.5 11.05 11.85 10.43 5.67 5.26
13.7 8.23 9.2 14.24 13.66 6.23 15.45 6.44 11.3 19.88 14.24 7.2
12.57 6.72 5.47 14.26 9.8 8.34 19.21 11.0 11.71 13.19 11.18 10.53
17.5 6.96 14.04 12.47 8.34 11.35 18.33 11.03 7.43 13.17 9.86 7.15
17.32 12.68 10.01 10.84 9.07 9.14 16.18 7.22 13.77 10.36 5.53 6.64
16.14 9.58 12.75 13.24 10.0 5.86 17.78 14.16 7.93 15.34 12.38 12.54
13.18 6.08 6.35 13.99 7.77 11.51 14.83 5.35 7.92 14.18 7.25 9.62
13.41 10.59 7.22 14.52 8.44 8.24 19.54 14.52 7.41 15.86 8.23 12.36
12.96 9.07 9.83 11.53 8.08 7.8 17.6 10.74 9.2 14.03 6.32 6.69
10.54 7.81 11.31 17.65 10.07 10.48 19.42 5.56 5.44 13.58 13.64 5.98
19.07 5.39 5.8 16.31 13.93 14.67 17.41 12.01 14.84 13.89 8.88 7.69
18.18 11.7 8.72 18.74 10.49 14.04 18.09 10.47 6.07 17.67 8.35 11.28
19.77 10.08 5.59 11.89 8.27 5.29 18.08 13.38 10.89 15.58 14.8 5.76
17.37 11.39 7.57 18.9 6.45 14.63 10.57 11.97 5.83 10.68 14.72 7.96
17.21 9.61 13.77 14.34 6.98 11.56 14.92 13.05 14.39 12.38 11.41 9.54
19.83 7.56 5.53 14.0 10.89 6.25 16.86 12.73 12.11 11.5 12.14 7.12
19.87 12.89 10.8 14.15 9.58 6.76 18.36 13.06 12.73 13.26 5.14 13.94
15.54 13.37 12.43 14.18 12.53 14.02 18.68 5.86 8.16 14.21 12.37 11.98
15.14 14.66 11.05 10.37 7.08 6.33 16.51 8.85 9.82 11.89 11.88 8.72
17.35 5.08 14.24 13.07 12.52 10.63 14.48 8.67 10.5 10.22 14.33 6.47
12.17 8.35 12.43 14.49 8.17 6.56 18.46 13.69 6.32 11.16 9.74 6.71
11.12 5.81 6.56 19.39 8.83 12.34 12.68 11.22 14.06 10.25 11.85 7.38
12.01 9.26 5.04 14.04 9.33 11.48 19.95 12.71 5.17 11.93 8.84 11.46
18.86 8.35 7.17 19.15 12.86 10.35 12.71 14.66 7.79 16.07 5.36 10.36
11.18 8.8 10.94 13.92 10.05 7.89 13.82 5.25 12.99 18.19 11.73 5.06
19.88 11.06 12.98 11.26 9.64 10.64 15.86 14.11 13.75 19.08 14.87 6.72
19.05 12.89 5.13 12.41 9.81 9.83 13.69 10.52 7.3 15.53 6.17 5.08
16.29 13.28 14.95 14.69 11.32 5.53 14.47 7.92 9.11 17.84 12.93 10.32
11.95 11.61 8.3 18.06 12.94 10.45 16.25 7.62 6.85 11.5 6.75 12.71
15.24 13.91 12.66 10.03 5.15 5.81 15.51 11.94 8.12 15.89 13.2 12.18
11.51 8.2 5.97 18.28 11.68 8.89 14.27 12.19 7.71 17.55 7.47 9.05
12.85 11.02 13.98 16.64 9.19 11.31 14.43 10.09 5.73 14.87 9.62 9.88
18.81 5.82 10.62 11.87 14.29 10.25 10.57 5.71 11.5 15.73 14.32 12.98
17.06 11.02 14.14 13.89 9.12 13.75 10.81 13.01 10.52 15.35 7.8 12.2
12.53 5.14 8.17 17.82 5.52 12.7 10.13 13.89 13.39 17.09 10.18 5.08
19.77 12.13 11.79 10.73 5.03 12.55 19.58 7.52 6.45 17.09 6.87 8.14
13.43 5.57 12.33 16.19 9.81 5.1 17.77 14.36 10.53 10.72 7.08 11.43
10.59 13.53 14.01 19.4 7.36 7.46 16.86 5.67 14.13 16.75 8.29 9.94
17.56 8.41 11.7 13.99 10.1 11.69 12.53 11.84 10.02 10.95 6.22 13.7
12.02 10.45 9.14 15.65 5.67 9.63 16.78 12.58 11.36 17.97 13.47 12.62
