27.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 54.6 0.0 0.0 0.0 29.74 0.0 0.0 51.28 0.0 0.0 0.0 42.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.65 0.0 0.0 0.0 33.02 0.0 0.0 0.0 0.0 41.31 0.0 0.0
0.0 12.71 0.0 0.0 0.0 0.0 0.0 0.0 21.21 0.0 0.0 0.0 20.61 0.0 0.0 0.0 0.0 0.0 0.0 47.36 0.0 22.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.55 0.0 0.0 0.0 52.56 0.0 26.75 0.0 0.0 0.0 0.0
0.0 0.0 21.7 0.0 0.0 0.0 37.04 0.0 0.0 0.0 43.12 0.0 0.0 0.0 0.0 0.0 0.0 30.31 0.0 0.0 0.0 0.0 0.0 0.0 29.62 0.0 27.36 0.0 0.0 0.0 0.0 43.33 0.0 0.0 0.0 0.0 0.0 0.0 55.12 0.0
0.0 0.0 0.0 37.32 0.0 54.93 0.0 0.0 0.0 0.0 0.0 51.48 0.0 0.0 0.0 28.47 0.0 0.0 0.0 0.0 0.0 0.0 34.28 0.0 0.0 0.0 0.0 24.94 0.0 0.0 0.0 0.0 0.0 0.0 21.41 0.0 0.0 0.0 0.0 33.71
0.0 0.0 0.0 0.0 23.53 0.0 0.0 33.99 0.0 0.0 0.0 0.0 0.0 0.0 44.85 0.0 0.0 0.0 39.99 0.0 0.0 0.0 0.0 52.34 0.0 47.84 0.0 0.0 0.0 0.0 56.11 0.0 0.0 0.0 0.0 0.0 28.12 0.0 0.0 0.0
0.0 0.0 0.0 22.31 0.0 28.4 0.0 0.0 0.0 0.0 0.0 41.03 0.0 0.0 0.0 27.23 0.0 0.0 0.0 0.0 0.0 0.0 49.76 0.0 0.0 0.0 0.0 59.99 0.0 0.0 0.0 0.0 0.0 0.0 26.79 0.0 0.0 0.0 0.0 23.15
0.0 0.0 29.3 0.0 0.0 0.0 24.84 0.0 0.0 0.0 38.19 0.0 0.0 0.0 0.0 0.0 0.0 32.1 0.0 0.0 0.0 0.0 0.0 0.0 32.79 0.0 51.41 0.0 0.0 0.0 0.0 38.07 0.0 0.0 0.0 0.0 0.0 0.0 38.06 0.0
0.0 0.0 0.0 0.0 48.32 0.0 0.0 21.45 0.0 0.0 0.0 0.0 0.0 0.0 20.84 0.0 0.0 0.0 21.56 0.0 0.0 0.0 0.0 25.9 0.0 43.45 0.0 0.0 0.0 0.0 36.22 0.0 0.0 0.0 0.0 0.0 36.4 0.0 0.0 0.0
0.0 31.02 0.0 0.0 0.0 0.0 0.0 0.0 24.71 0.0 0.0 0.0 36.1 0.0 0.0 0.0 0.0 0.0 0.0 46.79 0.0 49.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.01 0.0 0.0 0.0 59.52 0.0 47.35 0.0 0.0 0.0 0.0
46.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.62 0.0 0.0 0.0 37.29 0.0 0.0 35.4 0.0 0.0 0.0 38.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.63 0.0 0.0 0.0 50.36 0.0 0.0 0.0 0.0 26.06 0.0 0.0
0.0 0.0 20.84 0.0 0.0 0.0 27.54 0.0 0.0 0.0 37.42 0.0 0.0 0.0 0.0 0.0 0.0 40.59 0.0 0.0 0.0 0.0 0.0 0.0 56.72 0.0 22.18 0.0 0.0 0.0 0.0 55.99 0.0 0.0 0.0 0.0 0.0 0.0 53.54 0.0
0.0 0.0 0.0 44.8 0.0 55.43 0.0 0.0 0.0 0.0 0.0 33.15 0.0 0.0 0.0 54.46 0.0 0.0 0.0 0.0 0.0 0.0 35.46 0.0 0.0 0.0 0.0 33.72 0.0 0.0 0.0 0.0 0.0 0.0 54.43 0.0 0.0 0.0 0.0 53.31
0.0 40.95 0.0 0.0 0.0 0.0 0.0 0.0 53.99 0.0 0.0 0.0 22.93 0.0 0.0 0.0 0.0 0.0 0.0 20.83 0.0 32.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.91 0.0 0.0 0.0 53.76 0.0 47.18 0.0 0.0 0.0 0.0
29.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.15 0.0 0.0 0.0 30.97 0.0 0.0 32.84 0.0 0.0 0.0 40.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.18 0.0 0.0 0.0 58.6 0.0 0.0 0.0 0.0 36.93 0.0 0.0
0.0 0.0 0.0 0.0 38.28 0.0 0.0 52.44 0.0 0.0 0.0 0.0 0.0 0.0 19.05 0.0 0.0 0.0 32.68 0.0 0.0 0.0 0.0 46.5 0.0 48.25 0.0 0.0 0.0 0.0 36.24 0.0 0.0 0.0 0.0 0.0 28.12 0.0 0.0 0.0
0.0 0.0 0.0 24.01 0.0 49.0 0.0 0.0 0.0 0.0 0.0 41.08 0.0 0.0 0.0 24.36 0.0 0.0 0.0 0.0 0.0 0.0 54.29 0.0 0.0 0.0 0.0 40.17 0.0 0.0 0.0 0.0 0.0 0.0 56.95 0.0 0.0 0.0 0.0 51.08
48.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.06 0.0 0.0 0.0 57.62 0.0 0.0 33.44 0.0 0.0 0.0 57.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.33 0.0 0.0 0.0 42.62 0.0 0.0 0.0 0.0 29.71 0.0 0.0
0.0 0.0 41.91 0.0 0.0 0.0 54.66 0.0 0.0 0.0 46.55 0.0 0.0 0.0 0.0 0.0 0.0 20.66 0.0 0.0 0.0 0.0 0.0 0.0 41.44 0.0 46.2 0.0 0.0 0.0 0.0 38.63 0.0 0.0 0.0 0.0 0.0 0.0 54.15 0.0
0.0 0.0 0.0 0.0 35.56 0.0 0.0 56.83 0.0 0.0 0.0 0.0 0.0 0.0 30.31 0.0 0.0 0.0 13.6 0.0 0.0 0.0 0.0 25.79 0.0 31.59 0.0 0.0 0.0 0.0 50.22 0.0 0.0 0.0 0.0 0.0 55.61 0.0 0.0 0.0
0.0 33.52 0.0 0.0 0.0 0.0 0.0 0.0 32.43 0.0 0.0 0.0 20.36 0.0 0.0 0.0 0.0 0.0 0.0 33.35 0.0 25.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.26 0.0 0.0 0.0 46.63 0.0 43.65 0.0 0.0 0.0 0.0
39.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.99 0.0 0.0 0.0 30.83 0.0 0.0 53.29 0.0 0.0 0.0 31.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.03 0.0 0.0 0.0 25.33 0.0 0.0 0.0 0.0 53.42 0.0 0.0
0.0 54.63 0.0 0.0 0.0 0.0 0.0 0.0 20.07 0.0 0.0 0.0 38.89 0.0 0.0 0.0 0.0 0.0 0.0 51.43 0.0 14.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 33.75 0.0 0.0 0.0 25.08 0.0 36.63 0.0 0.0 0.0 0.0
0.0 0.0 0.0 24.95 0.0 37.53 0.0 0.0 0.0 0.0 0.0 47.42 0.0 0.0 0.0 56.58 0.0 0.0 0.0 0.0 0.0 0.0 31.47 0.0 0.0 0.0 0.0 23.97 0.0 0.0 0.0 0.0 0.0 0.0 52.17 0.0 0.0 0.0 0.0 44.25
0.0 0.0 0.0 0.0 24.99 0.0 0.0 47.63 0.0 0.0 0.0 0.0 0.0 0.0 24.55 0.0 0.0 0.0 21.09 0.0 0.0 0.0 0.0 19.59 0.0 23.37 0.0 0.0 0.0 0.0 47.3 0.0 0.0 0.0 0.0 0.0 45.81 0.0 0.0 0.0
0.0 0.0 37.56 0.0 0.0 0.0 20.5 0.0 0.0 0.0 23.37 0.0 0.0 0.0 0.0 0.0 0.0 34.74 0.0 0.0 0.0 0.0 0.0 0.0 27.66 0.0 59.3 0.0 0.0 0.0 0.0 49.84 0.0 0.0 0.0 0.0 0.0 0.0 27.73 0.0
0.0 0.0 0.0 0.0 23.72 0.0 0.0 39.3 0.0 0.0 0.0 0.0 0.0 0.0 35.13 0.0 0.0 0.0 34.9 0.0 0.0 0.0 0.0 46.69 0.0 18.61 0.0 0.0 0.0 0.0 54.85 0.0 0.0 0.0 0.0 0.0 45.85 0.0 0.0 0.0
0.0 0.0 50.93 0.0 0.0 0.0 32.96 0.0 0.0 0.0 40.42 0.0 0.0 0.0 0.0 0.0 0.0 49.7 0.0 0.0 0.0 0.0 0.0 0.0 54.86 0.0 13.46 0.0 0.0 0.0 0.0 32.92 0.0 0.0 0.0 0.0 0.0 0.0 52.33 0.0
0.0 0.0 0.0 35.92 0.0 33.81 0.0 0.0 0.0 0.0 0.0 24.32 0.0 0.0 0.0 38.68 0.0 0.0 0.0 0.0 0.0 0.0 25.21 0.0 0.0 0.0 0.0 31.63 0.0 0.0 0.0 0.0 0.0 0.0 29.65 0.0 0.0 0.0 0.0 28.51
27.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.32 0.0 0.0 0.0 21.13 0.0 0.0 50.21 0.0 0.0 0.0 48.87 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.21 0.0 0.0 0.0 39.77 0.0 0.0 0.0 0.0 29.3 0.0 0.0
