14.29 13.99 8.45 19.22 9.39 9.28 16.2 14.54 7.34 12.45 13.17 8.39 13.7 10.68 9.04
17.72 7.04 6.85 11.65 13.11 8.33 17.87 13.38 11.86 16.54 7.28 10.4 10.08 9.47 14.59
14.41 7.34 9.4 19.92 11.41 6.26 14.64 14.51 12.14 16.17 9.42 14.8 14.2 10.16 8.65
12.63 9.06 6.86 17.43 5.04 7.78 18.84 11.39 10.36 12.66 6.03 12.86 10.29 14.19 12.46
15.13 11.36 5.83 11.3 10.85 5.27 13.28 9.37 11.51 13.32 9.23 5.63 17.53 5.72 13.09
18.21 13.25 13.99 14.49 12.52 7.83 10.48 7.14 6.62 19.73 6.97 7.69 10.8 14.59 7.62
19.81 6.98 10.72 11.29 9.31 12.31 18.98 8.36 9.3 15.03 11.76 12.92 12.45 11.95 8.59
10.86 6.71 8.47 14.65 11.1 13.98 15.38 13.84 11.51 16.96 11.23 12.4 17.02 11.28 13.12
17.46 14.34 6.93 15.68 14.05 6.12 17.01 7.93 10.09 15.23 7.49 5.54 14.97 10.54 14.03
18.87 9.17 10.64 16.21 6.42 14.52 17.64 6.58 11.19 14.98 12.5 6.01 13.09 12.27 12.98
11.54 9.31 5.23 10.13 6.06 8.77 13.32 8.71 5.11 19.64 14.92 9.73 11.01 9.28 8.45
14.06 13.9 9.94 11.32 5.15 14.06 18.73 9.59 13.77 16.35 8.43 8.88 14.72 11.92 10.1
18.34 12.37 5.31 11.98 14.31 6.73 18.44 6.56 7.03 15.17 9.75 11.43 13.24 13.44 8.46
16.49 6.42 6.65 12.37 6.53 9.49 10.38 5.98 5.19 10.47 9.0 14.59 19.91 12.18 10.85
15.77 12.83 10.65 18.33 13.97 7.68 15.62 7.17 14.13 13.65 11.5 6.68 11.2 13.52 9.67
17.4 10.13 9.46 14.01 5.95 12.95 15.74 5.02 12.71 16.56 11.61 5.39 10.67 10.02 10.96
13.23 9.15 13.5 17.19 8.18 13.47 19.17 10.18 6.85 14.54 8.61 12.55 18.16 7.15 10.92
18.66 14.72 8.89 12.48 7.5 6.09 18.34 13.41 11.74 15.78 11.58 10.59 18.1 11.73 7.75
13.77 8.8 13.65 19.04 13.37 11.0 12.3 12.78 10.5 17.89 12.34 5.09 14.28 6.89 8.93
10.11 11.78 9.54 17.74 13.77 14.08 19.82 12.27 9.82 10.23 12.44 5.14 16.19 7.63 10.2
17.66 13.22 10.42 10.27 10.18 8.37 16.12 7.16 12.0 12.81 7.96 12.01 16.07 9.79 5.18
13.47 11.91 9.2 12.17 10.31 5.71 16.76 8.06 12.38 12.48 12.35 14.35 11.23 6.69 11.51
10.54 13.09 12.65 14.18 13.12 11.15 12.74 14.94 14.26 11.41 14.39 5.53 12.19 8.9 14.01
11.28 10.84 7.22 17.73 11.27 8.14 17.79 7.59 5.27 16.88 6.33 7.75 11.53 5.37 14.37
13.3 9.69 5.93 17.89 14.31 10.15 12.75 11.18 8.04 11.28 8.69 10.89 10.04 9.1 9.94
17.2 6.69 5.43 19.24 12.34 5.45 18.07 6.3 7.65 14.9 7.65 6.09 16.67 11.22 13.32
15.38 7.83 9.42 13.16 9.18 7.63 16.93 13.37 5.43 11.91 10.16 5.41 18.52 11.61 8.85
10.44 6.53 8.27 10.93 10.07 13.76 16.88 13.59 13.16 11.06 12.42 5.23 12.49 7.67 10.06
11.79 6.93 11.91 17.19 6.92 14.92 16.82 12.5 7.82 14.13 11.09 14.3 13.17 14.49 5.34
18.65 6.72 13.58 17.09 15.0 10.54 19.95 5.65 14.91 16.31 7.21 7.02 14.88 10.24 14.75
