19.11 5.73 9.4 19.93 6.73 13.93 15.06 11.61 5.6 18.24 8.23 6.63
13.17 8.26 6.84 10.08 6.51 6.06 18.52 8.88 12.13 10.56 13.51 8.89
10.46 14.75 12.94 19.1 13.83 12.93 15.34 12.55 13.35 16.97 13.33 10.43
18.29 7.86 7.21 18.59 14.46 5.2 15.44 12.22 10.55 18.43 8.69 12.83
16.55 12.78 14.36 14.24 11.96 7.5 10.85 14.37 10.95 11.36 13.39 7.79
14.04 12.78 13.89 11.57 9.35 6.89 16.79 11.34 6.88 13.08 13.35 10.56
17.92 12.82 12.6 19.52 8.56 12.54 18.78 5.15 5.04 16.0 8.54 13.82
12.3 7.99 9.14 17.78 6.23 7.61 11.93 10.63 8.88 17.85 14.15 12.35
17.45 13.19 13.46 17.38 14.9 8.84 12.26 6.18 7.92 18.97 8.75 13.53
11.64 6.54 14.73 13.83 9.29 9.02 17.36 5.23 12.52 17.6 9.49 6.0
14.63 8.29 5.88 17.22 8.21 12.68 19.77 6.66 6.9 18.21 5.67 11.21
18.0 11.41 14.61 12.03 5.08 5.5 17.33 6.53 13.03 12.6 12.18 9.01
18.01 6.09 12.93 10.23 5.19 8.19 15.49 11.83 9.57 17.16 14.78 11.17
17.52 5.27 14.63 19.22 9.95 6.66 16.47 5.3 13.08 15.83 6.14 6.33
17.69 8.19 12.31 16.37 12.57 8.71 12.39 12.91 5.61 16.26 13.18 12.01
19.94 14.92 13.78 17.07 11.85 12.6 17.12 12.51 8.29 10.43 12.41 7.7
14.0 10.79 10.63 13.87 8.6 13.76 12.47 12.6 13.09 11.36 11.31 11.99
17.58 11.54 5.14 11.27 6.64 11.77 14.97 8.2 8.67 11.86 5.61 13.53
13.54 8.56 7.77 19.12 12.32 13.61 13.43 14.45 8.15 10.96 13.17 5.84
15.0 6.47 13.09 19.49 7.2 12.33 14.78 13.35 9.13 13.7 9.59 14.12
18.68 11.97 10.83 15.79 8.5 5.93 18.5 7.4 11.47 16.12 6.76 9.0
17.27 11.37 13.69 14.48 7.81 7.37 16.01 9.08 5.39 10.69 13.88 7.66
15.25 11.83 13.97 13.51 8.82 12.89 13.82 8.51 5.69 19.39 9.13 10.26
19.24 10.8 6.89 11.36 6.29 12.61 14.91 6.37 6.77 13.15 6.99 13.81
13.63 8.81 13.12 12.83 11.54 9.21 12.68 13.7 9.02 14.34 8.96 10.99
