29.33 0.0 0.0 33.18 0.0 0.0 0.0 0.0 55.02 27.83 0.0 0.0 0.0 55.67 0.0
0.0 39.06 0.0 0.0 0.0 39.52 0.0 27.87 0.0 0.0 37.6 0.0 0.0 0.0 42.61
0.0 0.0 21.74 0.0 22.35 0.0 25.45 0.0 0.0 0.0 0.0 35.73 54.69 0.0 0.0
32.33 0.0 0.0 19.95 0.0 0.0 0.0 0.0 35.84 25.64 0.0 0.0 0.0 36.3 0.0
0.0 0.0 40.61 0.0 17.36 0.0 51.75 0.0 0.0 0.0 0.0 49.32 38.21 0.0 0.0
0.0 47.2 0.0 0.0 0.0 11.68 0.0 52.18 0.0 0.0 59.81 0.0 0.0 0.0 40.12
0.0 0.0 25.94 0.0 49.53 0.0 15.11 0.0 0.0 0.0 0.0 58.14 39.78 0.0 0.0
0.0 50.15 0.0 0.0 0.0 57.26 0.0 13.39 0.0 0.0 57.18 0.0 0.0 0.0 44.14
33.13 0.0 0.0 45.65 0.0 0.0 0.0 0.0 14.21 28.42 0.0 0.0 0.0 56.51 0.0
31.11 0.0 0.0 29.1 0.0 0.0 0.0 0.0 49.06 22.74 0.0 0.0 0.0 26.78 0.0
0.0 36.44 0.0 0.0 0.0 23.43 0.0 33.19 0.0 0.0 17.23 0.0 0.0 0.0 42.19
0.0 0.0 52.53 0.0 50.02 0.0 58.89 0.0 0.0 0.0 0.0 23.9 51.95 0.0 0.0
0.0 0.0 51.56 0.0 38.34 0.0 29.51 0.0 0.0 0.0 0.0 26.74 12.98 0.0 0.0
24.51 0.0 0.0 31.92 0.0 0.0 0.0 0.0 38.29 51.67 0.0 0.0 0.0 38.63 0.0
0.0 41.47 0.0 0.0 0.0 52.09 0.0 50.07 0.0 0.0 23.49 0.0 0.0 0.0 38.73
