17.51 6.67 12.46 11.58 6.71 8.28 17.34 6.27 10.9
14.53 5.21 6.24 17.11 5.08 13.82 13.27 10.98 8.97
11.31 12.29 10.75 19.17 5.81 5.64 17.04 8.99 6.53
12.39 7.95 5.16 16.88 8.32 6.11 16.85 12.73 14.49
13.03 13.57 10.64 13.16 11.03 5.64 16.56 11.0 10.96
15.68 13.19 5.16 15.15 9.59 8.36 10.91 12.93 10.06
19.12 13.96 13.8 16.7 7.38 8.26 13.35 5.56 6.09
13.68 6.19 7.78 18.49 14.37 10.17 17.15 14.18 5.1
17.01 12.34 11.49 14.46 8.1 12.39 16.21 9.96 7.43
11.53 14.74 5.76 18.46 12.47 9.94 10.87 10.74 7.72
15.93 10.85 6.08 13.67 6.96 10.05 16.87 6.61 6.04
16.22 14.33 8.01 16.02 13.04 10.78 15.15 9.77 6.89
11.4 10.86 6.92 11.64 7.18 11.45 16.3 11.57 11.77
13.21 11.65 14.36 10.95 7.32 14.13 11.82 10.43 5.9
17.46 13.05 7.29 12.62 10.17 13.04 13.93 13.61 14.1
