10.26 8.57 12.66 10.67 5.68 7.07 19.03 14.93 10.13
15.69 9.92 9.84 10.27 5.58 12.1 15.24 12.81 9.74
18.31 6.79 13.96 14.77 13.26 13.0 16.44 14.97 14.2
17.76 8.59 5.49 13.23 13.99 9.91 13.94 11.36 13.31
19.46 7.78 8.99 15.83 8.09 10.85 16.1 11.47 9.51
12.85 10.13 7.23 14.89 7.7 14.34 19.75 9.9 7.41
13.4 11.52 8.47 14.44 6.23 13.5 17.28 8.89 7.72
15.95 13.55 7.06 12.65 12.28 5.22 17.55 13.13 9.08
15.79 9.19 5.84 19.48 9.26 7.87 13.04 5.37 5.98
16.37 12.3 5.89 19.19 7.28 6.05 15.78 6.7 7.66
15.87 13.48 9.09 15.95 11.28 7.56 11.52 11.71 6.41
19.49 7.42 12.4 13.17 7.97 13.03 17.84 5.58 5.62
15.84 5.13 12.87 12.05 11.01 9.69 13.09 5.1 9.26
15.03 11.55 11.08 19.88 12.42 11.66 10.52 11.56 8.42
15.56 12.9 12.14 17.79 8.53 8.08 16.42 7.65 5.05
13.95 14.49 6.73 16.24 5.94 5.86 12.04 6.12 12.06
17.82 9.13 10.66 19.29 14.12 12.29 17.03 7.12 7.69
10.0 11.39 10.49 15.21 8.89 6.08 10.74 7.24 12.3
17.01 10.29 9.6 19.56 13.13 10.96 15.91 5.13 5.8
17.43 8.34 6.06 19.71 11.49 14.38 19.4 7.19 11.98
16.29 8.44 7.01 19.03 6.4 11.12 12.2 13.19 10.22
10.98 8.6 7.71 12.32 12.47 11.53 15.96 5.68 11.26
17.12 9.63 12.18 12.21 11.99 9.54 11.89 5.26 7.57
15.9 11.38 13.69 14.81 8.28 11.68 18.33 6.83 10.59
12.0 7.51 11.33 16.03 9.27 13.97 18.98 9.52 14.85
11.15 12.08 10.53 12.5 9.94 13.08 12.62 8.57 14.53
18.5 6.26 9.68 12.64 8.02 6.28 19.18 7.45 7.95
17.74 14.36 5.4 15.16 6.86 6.17 15.26 10.02 10.7
10.73 13.62 7.53 17.86 11.71 10.91 15.44 8.42 5.75
13.34 11.39 5.2 13.55 12.71 10.0 14.75 9.75 6.59
12.43 8.52 11.36 19.3 7.84 7.29 12.24 7.0 5.79
19.77 10.64 13.41 15.08 8.35 6.55 10.15 7.29 9.25
15.52 8.76 14.83 19.64 12.31 7.27 15.85 14.21 5.24
16.29 8.76 12.0 10.8 6.14 6.71 19.42 7.33 14.9
14.6 5.72 5.5 19.03 10.21 12.32 13.97 10.86 6.89
16.97 13.62 8.26 16.95 10.66 9.93 10.55 13.26 11.66
13.09 6.32 13.4 16.99 13.4 8.06 11.33 13.78 10.15
18.45 14.39 11.95 10.65 8.76 10.83 19.78 13.37 14.89
11.72 14.16 6.69 18.32 6.75 11.94 18.16 5.23 10.01
10.8 14.02 9.21 19.31 9.86 5.01 11.33 10.19 14.33
