30.08 0.0 0.0 0.0 0.0 43.86 0.0 0.0 0.0 0.0 0.0 0.0 21.54 0.0 0.0 0.0 22.12 0.0 0.0 0.0 0.0 0.0 43.82 0.0 0.0 57.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0 43.81 0.0 0.0 0.0 0.0 0.0 20.04 0.0 0.0 31.43 0.0 0.0 0.0 0.0 0.0 0.0 25.96
0.0 36.31 0.0 0.0 0.0 0.0 0.0 0.0 26.48 0.0 0.0 32.84 0.0 0.0 0.0 0.0 0.0 0.0 42.12 0.0 0.0 39.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.4 22.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.35 0.0 0.0 0.0 0.0 0.0 24.76 0.0 32.18 0.0 0.0 0.0
0.0 0.0 10.86 0.0 0.0 0.0 0.0 34.62 0.0 0.0 0.0 0.0 0.0 42.7 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 56.66 0.0 0.0 34.48 0.0 0.0 0.0 0.0 54.76 0.0 0.0 0.0 55.27 0.0 0.0 0.0 0.0 37.12 0.0 0.0 0.0 0.0 0.0 0.0 44.7 0.0
0.0 0.0 0.0 35.7 0.0 0.0 0.0 0.0 0.0 38.11 0.0 0.0 0.0 0.0 26.57 0.0 0.0 0.0 0.0 21.32 36.04 0.0 0.0 0.0 0.0 0.0 50.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.06 0.0 0.0 40.48 0.0 0.0 0.0 0.0 0.0 23.99 0.0 39.56 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 28.23 0.0 40.49 0.0 0.0 0.0 40.76 0.0 0.0 0.0 0.0 48.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 43.6 0.0 0.0 0.0 0.0 22.97 0.0 0.0 51.18 0.0 0.0 0.0 28.82 0.0 0.0 0.0 0.0 59.12 0.0 0.0 0.0 0.0 0.0 0.0 50.88 0.0 0.0
54.61 0.0 0.0 0.0 0.0 30.52 0.0 0.0 0.0 0.0 0.0 0.0 22.01 0.0 0.0 0.0 36.01 0.0 0.0 0.0 0.0 0.0 39.94 0.0 0.0 48.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.23 0.0 0.0 0.0 0.0 0.0 44.37 0.0 0.0 20.9 0.0 0.0 0.0 0.0 0.0 0.0 29.3
0.0 0.0 0.0 0.0 58.05 0.0 27.11 0.0 0.0 0.0 58.94 0.0 0.0 0.0 0.0 53.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.4 0.0 0.0 0.0 0.0 20.77 0.0 0.0 55.36 0.0 0.0 0.0 54.21 0.0 0.0 0.0 0.0 39.02 0.0 0.0 0.0 0.0 0.0 0.0 52.92 0.0 0.0
0.0 0.0 37.57 0.0 0.0 0.0 0.0 19.3 0.0 0.0 0.0 0.0 0.0 50.45 0.0 0.0 0.0 43.76 0.0 0.0 0.0 0.0 0.0 0.0 59.29 0.0 0.0 34.74 0.0 0.0 0.0 0.0 20.38 0.0 0.0 0.0 29.26 0.0 0.0 0.0 0.0 29.7 0.0 0.0 0.0 0.0 0.0 0.0 35.21 0.0
0.0 50.8 0.0 0.0 0.0 0.0 0.0 0.0 23.08 0.0 0.0 25.29 0.0 0.0 0.0 0.0 0.0 0.0 50.49 0.0 0.0 48.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.1 20.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.79 0.0 0.0 0.0 0.0 0.0 24.65 0.0 39.95 0.0 0.0 0.0
0.0 0.0 0.0 28.23 0.0 0.0 0.0 0.0 0.0 11.71 0.0 0.0 0.0 0.0 37.34 0.0 0.0 0.0 0.0 43.56 34.93 0.0 0.0 0.0 0.0 0.0 40.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.07 0.0 0.0 31.42 0.0 0.0 0.0 0.0 0.0 32.01 0.0 47.43 0.0 0.0 0.0 0.0
