10.51 12.15 9.39 14.31 14.54 6.56 17.29 14.33 12.86 12.21 5.75 5.93
10.78 12.33 5.7 13.26 9.83 12.79 14.53 7.16 7.25 15.27 12.03 11.05
10.22 6.84 9.99 11.04 6.31 5.66 19.94 12.47 8.49 12.4 5.41 13.85
17.61 9.95 14.32 18.87 9.02 7.92 12.17 11.88 9.22 12.39 10.02 12.05
18.11 14.66 9.65 19.23 8.26 5.24 18.95 7.23 10.85 16.07 9.14 11.88
18.22 13.56 10.44 19.85 13.26 10.22 13.76 12.79 14.1 13.23 14.62 6.65
18.13 14.14 9.96 14.8 7.46 6.86 14.11 8.34 6.01 16.98 9.5 9.1
10.58 8.93 7.37 17.65 14.23 5.18 17.44 6.4 12.98 19.8 14.22 5.37
14.46 8.05 6.5 14.44 12.27 6.94 16.71 13.83 13.79 14.64 13.51 5.47
11.07 11.73 14.01 18.33 10.22 14.15 16.96 12.81 13.56 19.85 5.83 5.34
13.0 11.23 9.29 14.18 11.09 7.21 16.08 14.65 14.35 15.8 8.37 14.81
19.67 8.43 14.75 10.67 13.45 7.93 13.35 14.85 10.17 18.92 7.74 9.78
15.32 12.25 14.21 10.39 8.36 6.5 16.96 14.63 5.69 18.16 10.18 10.13
11.34 10.06 6.89 18.06 10.94 5.22 19.47 8.47 7.55 14.62 7.08 5.29
10.66 6.44 8.81 13.11 14.96 14.3 19.87 13.44 13.83 12.81 11.42 14.01
16.42 14.78 5.73 14.15 8.99 5.64 16.42 11.31 12.32 18.41 10.25 9.26
16.7 7.03 7.69 16.57 12.69 13.39 14.38 9.22 13.47 19.11 13.37 12.22
10.13 7.12 11.89 18.37 8.54 8.6 10.37 7.09 10.74 19.65 14.53 7.2
13.71 5.2 12.64 18.41 13.41 6.22 18.66 14.67 14.66 19.13 8.25 9.85
17.39 9.26 12.31 18.47 12.05 9.94 13.65 7.84 7.41 19.95 12.23 8.66
19.59 14.35 14.82 13.06 5.76 14.54 11.88 11.03 9.23 15.77 8.82 7.57
18.52 8.5 13.4 10.53 14.41 10.04 18.8 14.91 14.92 13.47 12.14 11.08
14.66 14.82 14.27 10.03 7.24 10.59 16.24 10.21 6.93 10.45 9.63 11.27
15.32 11.5 11.97 13.45 10.99 5.92 11.78 6.81 6.37 18.92 7.63 9.6
15.76 12.59 5.65 10.02 6.0 6.03 17.0 6.01 7.14 13.37 10.07 6.04
15.48 8.44 9.81 16.09 6.28 7.93 12.31 9.42 6.03 14.84 14.25 9.0
16.08 13.79 11.94 15.11 13.19 5.04 16.04 9.97 11.15 13.16 8.48 6.56
14.63 11.3 9.31 13.85 13.9 6.47 17.4 12.56 8.12 19.13 5.21 8.55
19.78 13.25 12.5 11.41 11.55 14.79 13.6 9.43 9.14 13.41 13.27 10.57
19.51 14.94 13.99 11.25 6.54 14.06 16.18 9.78 14.38 15.89 11.78 11.19
19.84 6.71 9.45 11.01 5.76 5.43 15.24 13.19 6.21 11.35 7.24 14.36
18.42 9.39 13.84 10.02 7.1 14.12 18.61 13.22 13.2 15.6 8.12 14.54
19.72 5.9 5.15 19.72 14.52 6.04 18.45 9.27 11.98 11.91 10.46 10.06
10.36 7.19 11.52 18.82 8.85 10.7 17.09 5.09 8.93 19.32 14.17 6.19
11.44 8.3 7.67 15.95 14.81 11.35 18.48 5.94 5.89 12.15 8.8 9.68
13.19 11.96 8.51 12.9 8.63 12.68 18.65 8.53 8.58 18.94 13.95 10.87
19.33 12.57 6.48 10.95 6.29 14.97 14.26 12.23 6.38 14.02 6.71 7.14
15.6 5.68 8.87 14.74 8.7 5.31 13.73 8.38 8.16 13.4 6.22 13.6
13.12 13.76 5.98 13.44 10.8 5.24 13.02 9.43 9.34 17.24 11.66 14.14
13.26 5.23 7.81 12.3 11.65 11.97 15.53 9.44 8.47 19.92 14.26 9.73
15.49 11.33 8.79 13.98 7.01 8.46 17.99 10.17 10.23 15.43 13.72 14.76
12.12 9.88 13.01 19.66 12.34 8.07 18.03 9.48 13.29 11.33 9.36 10.5
14.53 10.92 13.94 18.54 5.22 10.05 19.74 14.7 8.59 18.23 13.85 12.55
11.86 10.44 7.6 14.67 5.19 14.95 15.65 10.68 5.72 19.74 6.75 6.06
12.71 5.8 13.58 17.05 7.75 13.83 13.9 8.64 6.52 15.06 11.01 9.72
12.1 12.99 10.64 15.13 8.93 14.6 13.68 7.16 5.42 16.15 14.28 12.55
15.43 6.04 11.48 14.75 10.74 7.44 10.23 12.49 5.51 19.96 11.15 7.7
12.29 7.72 7.1 16.92 5.44 7.98 11.17 13.05 6.79 16.77 13.83 7.36
15.67 5.29 13.25 19.63 14.68 9.06 16.22 11.53 6.64 17.89 8.2 11.29
15.33 9.21 12.21 13.33 9.1 10.81 10.13 7.97 11.22 19.56 11.57 10.04
