22.9 0.0 0.0 0.0 0.0 0.0 22.46 0.0 0.0 0.0 0.0 0.0 59.9 0.0 0.0 0.0 0.0 0.0 0.0 34.22 0.0 0.0 0.0 39.57 0.0 49.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.25 0.0 28.21 0.0 0.0 0.0 0.0 39.07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.36
0.0 23.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.75 53.06 0.0 0.0 0.0 0.0 55.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 37.83 0.0 0.0 47.27 0.0 0.0 0.0 0.0 0.0 0.0 22.28 0.0 0.0 0.0 58.39 0.0 0.0 0.0 0.0 51.47 0.0 0.0 0.0 59.01 0.0 0.0
0.0 0.0 20.2 0.0 0.0 0.0 0.0 0.0 45.95 0.0 0.0 0.0 0.0 42.49 0.0 0.0 0.0 22.82 0.0 0.0 47.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.61 0.0 0.0 0.0 30.15 0.0 0.0 0.0 39.37 0.0 0.0 0.0 0.0 54.02 0.0 0.0 0.0 0.0 0.0 0.0 29.26 0.0
0.0 0.0 0.0 25.91 0.0 46.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.28 0.0 32.29 0.0 0.0 0.0 0.0 21.63 0.0 0.0 0.0 0.0 44.55 0.0 0.0 0.0 0.0 33.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.1 0.0 0.0 28.2 0.0 0.0 0.0 24.36 0.0 0.0 0.0
0.0 0.0 0.0 0.0 37.98 0.0 0.0 27.76 0.0 0.0 0.0 24.27 0.0 0.0 0.0 0.0 0.0 0.0 28.54 0.0 0.0 0.0 43.09 0.0 0.0 0.0 0.0 0.0 0.0 21.25 27.92 0.0 0.0 0.0 0.0 0.0 0.0 52.17 0.0 0.0 0.0 0.0 0.0 0.0 41.46 30.65 0.0 0.0 0.0 0.0
0.0 0.0 0.0 59.31 0.0 16.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.07 0.0 39.46 0.0 0.0 0.0 0.0 58.39 0.0 0.0 0.0 0.0 56.29 0.0 0.0 0.0 0.0 41.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.81 0.0 0.0 48.38 0.0 0.0 0.0 27.7 0.0 0.0 0.0
20.23 0.0 0.0 0.0 0.0 0.0 24.56 0.0 0.0 0.0 0.0 0.0 41.66 0.0 0.0 0.0 0.0 0.0 0.0 29.03 0.0 0.0 0.0 20.56 0.0 58.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.39 0.0 59.2 0.0 0.0 0.0 0.0 22.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.62
0.0 0.0 0.0 0.0 45.39 0.0 0.0 25.3 0.0 0.0 0.0 28.42 0.0 0.0 0.0 0.0 0.0 0.0 22.09 0.0 0.0 0.0 25.36 0.0 0.0 0.0 0.0 0.0 0.0 29.67 40.38 0.0 0.0 0.0 0.0 0.0 0.0 59.36 0.0 0.0 0.0 0.0 0.0 0.0 57.6 40.69 0.0 0.0 0.0 0.0
0.0 0.0 21.7 0.0 0.0 0.0 0.0 0.0 25.28 0.0 0.0 0.0 0.0 31.65 0.0 0.0 0.0 25.44 0.0 0.0 48.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.78 0.0 0.0 0.0 51.45 0.0 0.0 0.0 35.55 0.0 0.0 0.0 0.0 24.65 0.0 0.0 0.0 0.0 0.0 0.0 51.01 0.0
0.0 43.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.15 27.86 0.0 0.0 0.0 0.0 45.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.03 0.0 0.0 50.55 0.0 0.0 0.0 0.0 0.0 0.0 39.14 0.0 0.0 0.0 30.2 0.0 0.0 0.0 0.0 45.72 0.0 0.0 0.0 42.05 0.0 0.0
