13.32 6.67 13.68 13.69 14.77 11.72 13.01 14.05 13.13 14.51 7.8 12.63
10.39 10.44 14.12 17.95 11.21 13.3 18.35 6.16 5.57 14.26 11.3 9.93
14.69 13.48 14.74 19.43 11.21 8.08 12.97 9.16 13.35 14.96 10.03 13.23
10.46 6.12 6.09 12.84 13.91 9.11 19.53 8.25 10.46 14.82 13.43 5.79
19.94 13.45 7.57 16.88 13.13 8.78 12.23 7.95 6.49 11.25 9.09 11.55
16.74 11.94 12.75 14.83 5.74 6.35 14.9 6.96 14.26 15.64 14.78 8.03
10.08 14.63 11.21 15.08 5.69 5.87 14.34 8.05 7.72 13.04 13.18 14.09
15.43 14.57 12.71 15.37 13.36 5.94 15.4 8.02 5.63 12.71 13.1 9.29
12.08 14.65 12.19 14.96 6.31 13.51 13.61 5.75 10.89 16.71 12.75 8.81
10.55 6.82 5.67 18.59 10.86 9.33 15.29 8.18 13.35 10.15 6.81 12.46
19.2 5.9 11.79 13.97 12.09 12.2 13.7 6.59 12.74 16.17 6.24 9.35
19.36 14.27 8.12 13.94 9.62 11.99 13.59 6.39 11.12 14.4 9.33 9.05
19.1 11.05 6.58 10.65 6.8 10.49 13.64 12.23 6.0 12.25 14.87 13.28
13.59 10.6 12.06 19.29 6.29 12.79 18.9 6.97 9.86 15.71 9.29 5.06
17.14 13.16 6.63 11.84 6.22 14.24 18.66 9.89 11.78 18.43 11.88 14.46
