19.72 14.14 11.82 11.13 14.89 8.01 11.49 7.22 13.31 18.47 7.0 14.86
13.79 13.63 6.41 18.66 11.64 14.31 13.47 13.55 8.59 12.29 7.8 13.7
13.99 7.65 5.41 13.45 7.91 6.85 10.3 12.73 5.13 13.17 6.06 7.83
12.47 13.87 8.07 16.5 6.62 12.82 14.39 6.75 7.14 15.97 10.22 10.43
12.37 7.54 10.62 12.68 9.41 14.22 10.15 8.88 12.38 16.74 5.25 9.36
19.17 13.29 9.63 18.66 8.18 14.87 11.87 7.63 13.62 16.46 5.56 13.38
12.68 13.93 7.68 11.18 13.95 10.52 15.62 12.9 11.58 18.06 6.36 11.76
18.72 12.79 11.46 13.28 6.56 6.07 13.68 12.97 14.01 15.66 5.33 11.57
14.97 11.98 7.73 16.81 11.88 11.77 17.23 5.21 6.97 14.74 6.2 5.73
10.2 6.74 13.19 11.67 14.09 6.38 14.8 7.16 9.19 17.36 7.42 8.71
12.12 10.19 12.81 14.25 9.73 13.32 15.93 11.03 12.5 19.6 9.39 9.89
16.85 13.85 14.77 15.38 5.98 12.08 12.94 6.84 13.52 19.47 8.52 14.88
