15.87 0.0 0.0 44.55 0.0 0.0 0.0 38.61 0.0 0.0 20.55 0.0
0.0 26.76 0.0 0.0 0.0 39.15 41.01 0.0 0.0 0.0 0.0 28.08
0.0 0.0 38.39 0.0 34.17 0.0 0.0 0.0 32.15 48.42 0.0 0.0
42.2 0.0 0.0 26.73 0.0 0.0 0.0 33.36 0.0 0.0 24.97 0.0
0.0 0.0 24.89 0.0 38.18 0.0 0.0 0.0 54.12 21.49 0.0 0.0
0.0 22.18 0.0 0.0 0.0 26.51 34.72 0.0 0.0 0.0 0.0 47.54
0.0 23.67 0.0 0.0 0.0 28.3 11.29 0.0 0.0 0.0 0.0 50.22
27.16 0.0 0.0 33.41 0.0 0.0 0.0 12.83 0.0 0.0 44.05 0.0
0.0 0.0 26.38 0.0 29.61 0.0 0.0 0.0 11.42 45.39 0.0 0.0
0.0 0.0 57.24 0.0 52.1 0.0 0.0 0.0 37.67 14.9 0.0 0.0
26.56 0.0 0.0 38.93 0.0 0.0 0.0 28.47 0.0 0.0 16.98 0.0
0.0 43.26 0.0 0.0 0.0 48.34 24.52 0.0 0.0 0.0 0.0 35.42
