13.76 5.76 7.49 13.73 14.8 8.18 19.14 13.7 5.69 18.65 12.46 5.58
10.48 10.59 7.81 17.82 5.43 11.19 16.44 14.07 14.15 19.4 7.37 12.38
14.27 5.52 9.14 12.65 7.68 14.02 13.5 9.67 8.4 15.49 13.31 7.21
16.66 7.36 14.25 13.71 6.89 12.15 19.71 12.41 8.63 19.9 5.27 12.5
12.84 13.51 12.22 10.5 11.32 10.53 18.02 8.08 11.37 18.66 5.08 11.29
19.63 5.66 10.79 13.24 10.45 9.47 11.35 6.17 5.02 19.17 11.76 13.7
18.9 11.4 12.85 13.15 5.27 7.77 12.44 11.59 8.49 13.31 7.99 6.13
14.26 8.71 11.16 13.98 9.47 11.16 12.87 8.88 14.51 19.48 13.94 5.22
10.78 8.63 6.85 11.6 14.12 6.27 15.68 6.79 7.63 18.34 5.22 13.04
19.64 13.18 9.32 16.69 8.74 8.65 13.84 13.36 8.12 10.42 10.76 7.85
