25.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.08 0.0 0.0 20.43 0.0 0.0 0.0 0.0 0.0 54.55 0.0 0.0
0.0 15.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.89 33.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 57.53 0.0
0.0 0.0 17.71 0.0 0.0 44.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.48 0.0 0.0 55.77 0.0 0.0 0.0
0.0 0.0 0.0 23.44 0.0 0.0 0.0 31.17 0.0 0.0 0.0 0.0 0.0 0.0 47.64 0.0 0.0 0.0 0.0 37.14
0.0 0.0 0.0 0.0 30.56 0.0 43.82 0.0 0.0 0.0 0.0 0.0 27.49 0.0 0.0 46.17 0.0 0.0 0.0 0.0
0.0 0.0 55.59 0.0 0.0 21.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.35 0.0 0.0 29.35 0.0 0.0 0.0
0.0 0.0 0.0 0.0 29.86 0.0 11.0 0.0 0.0 0.0 0.0 0.0 31.74 0.0 0.0 52.05 0.0 0.0 0.0 0.0
0.0 0.0 0.0 39.56 0.0 0.0 0.0 26.91 0.0 0.0 0.0 0.0 0.0 0.0 42.61 0.0 0.0 0.0 0.0 47.22
27.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.04 0.0 0.0 58.89 0.0 0.0 0.0 0.0 0.0 46.49 0.0 0.0
0.0 35.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.85 33.88 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.12 0.0
0.0 34.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.42 21.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.99 0.0
28.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.93 0.0 0.0 26.88 0.0 0.0 0.0 0.0 0.0 54.17 0.0 0.0
0.0 0.0 0.0 0.0 47.53 0.0 45.96 0.0 0.0 0.0 0.0 0.0 19.68 0.0 0.0 47.96 0.0 0.0 0.0 0.0
0.0 0.0 30.6 0.0 0.0 24.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.42 0.0 0.0 22.7 0.0 0.0 0.0
0.0 0.0 0.0 29.19 0.0 0.0 0.0 34.78 0.0 0.0 0.0 0.0 0.0 0.0 34.4 0.0 0.0 0.0 0.0 40.77
0.0 0.0 0.0 0.0 28.9 0.0 54.51 0.0 0.0 0.0 0.0 0.0 37.21 0.0 0.0 35.3 0.0 0.0 0.0 0.0
0.0 0.0 21.35 0.0 0.0 41.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.08 0.0 0.0 25.68 0.0 0.0 0.0
24.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.23 0.0 0.0 50.2 0.0 0.0 0.0 0.0 0.0 13.54 0.0 0.0
0.0 32.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.88 58.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.14 0.0
0.0 0.0 0.0 20.19 0.0 0.0 0.0 23.57 0.0 0.0 0.0 0.0 0.0 0.0 29.35 0.0 0.0 0.0 0.0 37.27
