18.13 10.2 13.53 14.63 12.43 12.11 17.65 5.22 13.44 12.72 9.34 8.36 11.08 8.83 12.75
18.29 5.81 8.64 18.77 14.37 7.07 19.48 13.79 6.17 10.39 7.2 10.4 15.07 12.69 7.26
13.71 8.16 8.33 17.79 7.33 8.69 15.56 8.4 8.44 16.39 10.81 12.01 19.09 14.69 7.08
19.54 7.24 11.98 13.13 11.61 10.87 18.1 8.24 5.26 11.9 9.71 9.49 16.06 10.48 10.62
12.93 10.12 7.65 14.44 5.19 6.82 11.43 6.12 11.2 18.64 6.54 7.4 18.88 8.85 6.56
10.4 8.66 7.3 17.9 12.09 5.26 15.68 10.54 5.8 16.22 14.13 13.18 17.09 5.78 9.07
14.06 14.42 6.57 14.13 13.17 11.44 17.32 11.12 5.07 13.52 8.14 5.86 12.13 6.45 10.4
14.79 6.54 10.83 19.21 12.44 5.46 19.61 5.34 7.44 10.67 7.62 5.92 15.49 14.76 10.53
18.01 13.98 8.08 17.78 5.9 13.39 11.58 13.31 5.81 12.17 10.36 8.72 14.85 6.07 8.66
15.38 14.69 6.46 19.94 5.03 9.21 16.83 14.75 5.83 19.41 7.14 10.81 18.11 7.1 10.26
