17.37 13.96 10.69 10.78 11.78 10.16 11.18 9.04 11.8 17.49 14.83 10.29 13.36 9.4 8.65
18.81 11.34 8.23 11.19 13.61 9.32 17.71 11.44 5.12 10.18 8.01 12.91 16.34 7.01 9.86
15.73 11.57 14.79 10.27 8.15 14.98 10.12 7.61 10.09 14.81 8.01 9.77 14.78 6.29 9.37
11.22 6.07 13.68 12.07 14.87 14.22 16.53 6.39 5.6 19.68 14.57 5.58 10.3 10.54 11.17
10.55 7.65 13.04 14.54 6.22 9.65 16.33 7.21 7.29 15.11 6.68 6.32 18.62 5.2 7.65
10.34 14.19 14.24 16.97 14.32 12.33 19.5 11.82 14.79 11.72 14.6 10.26 13.72 5.73 14.36
15.65 14.53 7.93 10.3 8.16 10.74 14.44 10.63 7.45 16.11 6.02 12.44 11.56 5.64 8.45
12.07 13.63 13.23 11.25 6.81 12.09 14.77 10.73 14.2 15.71 13.08 13.53 18.11 6.37 10.47
15.43 13.52 9.27 16.51 9.56 11.66 13.42 13.76 5.92 11.93 5.47 10.2 17.89 7.18 11.85
11.76 11.23 6.94 12.7 14.05 10.34 12.76 13.5 8.47 16.21 10.02 8.53 14.23 8.72 7.55
12.89 12.75 8.75 13.7 9.04 14.81 16.79 8.26 6.37 10.16 12.31 11.97 11.66 6.23 12.1
10.13 13.23 11.39 14.92 13.21 9.89 10.13 10.1 13.97 19.75 5.8 10.61 16.82 14.18 6.53
