12.65 0.0 0.0 31.34 0.0 0.0 0.0 0.0 35.3 0.0 34.77 0.0 0.0 24.51 0.0
0.0 15.37 0.0 0.0 52.88 0.0 0.0 52.67 0.0 0.0 0.0 54.06 29.91 0.0 0.0
0.0 0.0 23.39 0.0 0.0 30.21 45.04 0.0 0.0 47.35 0.0 0.0 0.0 0.0 39.13
49.49 0.0 0.0 22.65 0.0 0.0 0.0 0.0 33.68 0.0 46.7 0.0 0.0 20.08 0.0
0.0 58.33 0.0 0.0 31.15 0.0 0.0 44.69 0.0 0.0 0.0 42.11 54.34 0.0 0.0
0.0 0.0 57.67 0.0 0.0 38.33 35.63 0.0 0.0 56.79 0.0 0.0 0.0 0.0 28.61
0.0 0.0 50.97 0.0 0.0 51.22 21.43 0.0 0.0 50.55 0.0 0.0 0.0 0.0 53.31
0.0 26.82 0.0 0.0 58.62 0.0 0.0 38.45 0.0 0.0 0.0 59.74 21.23 0.0 0.0
54.5 0.0 0.0 53.62 0.0 0.0 0.0 0.0 34.59 0.0 24.16 0.0 0.0 58.65 0.0
0.0 0.0 50.03 0.0 0.0 32.87 47.49 0.0 0.0 11.77 0.0 0.0 0.0 0.0 28.31
57.29 0.0 0.0 23.19 0.0 0.0 0.0 0.0 37.6 0.0 38.63 0.0 0.0 56.9 0.0
0.0 47.92 0.0 0.0 54.43 0.0 0.0 50.6 0.0 0.0 0.0 10.67 44.92 0.0 0.0
0.0 34.97 0.0 0.0 27.39 0.0 0.0 48.93 0.0 0.0 0.0 50.59 24.63 0.0 0.0
41.26 0.0 0.0 45.17 0.0 0.0 0.0 0.0 54.5 0.0 39.62 0.0 0.0 23.93 0.0
0.0 0.0 46.19 0.0 0.0 21.3 47.34 0.0 0.0 38.56 0.0 0.0 0.0 0.0 36.87
