19.5 9.08 14.17 13.08 7.18 7.62 10.74 7.62 14.44 18.73 13.85 6.9 10.06 11.31 8.46
13.74 13.69 10.71 13.34 12.92 14.03 19.01 8.45 13.17 13.44 10.12 6.31 13.35 9.08 12.06
16.84 7.15 11.68 18.3 13.35 13.41 16.9 14.41 11.27 14.61 8.26 5.22 16.47 5.96 8.65
18.85 13.52 11.85 16.66 7.52 9.73 12.54 11.38 5.62 11.57 7.75 10.35 16.07 9.04 13.34
14.68 11.92 9.89 11.42 8.71 10.44 13.36 9.6 5.31 15.52 9.43 8.8 16.78 9.13 13.19
13.43 5.41 8.72 15.4 7.82 10.05 19.81 11.7 10.59 18.15 12.83 9.9 11.95 9.38 8.98
17.98 9.53 13.06 11.22 6.11 6.49 17.24 10.72 7.45 10.15 14.7 14.66 12.76 7.43 5.93
14.28 14.28 9.77 18.88 10.46 9.43 18.65 7.31 14.01 18.3 5.22 5.13 14.71 5.45 8.96
19.46 7.66 10.06 18.43 9.66 9.43 10.78 12.9 5.67 11.1 8.56 7.52 15.01 9.26 14.77
10.74 13.46 5.23 19.0 5.05 8.89 16.99 9.53 10.98 11.44 13.62 11.29 14.76 5.62 11.3
12.38 5.15 12.96 11.45 9.51 11.54 17.18 13.78 14.63 12.3 8.86 9.13 11.14 8.93 11.24
13.81 12.36 14.06 19.35 13.97 7.35 19.25 10.95 7.17 10.28 12.94 13.13 13.87 8.43 5.61
13.02 13.61 6.09 14.94 14.78 8.25 14.4 7.44 5.6 10.38 6.96 14.38 10.77 6.62 14.53
18.58 7.56 5.63 11.26 9.12 9.03 10.32 14.92 7.47 11.74 11.11 6.28 11.77 5.17 7.79
11.09 6.91 11.37 14.96 13.68 6.66 16.81 8.1 11.56 11.84 6.28 7.2 13.46 12.5 5.93
