10.39 11.59 11.43 14.76 10.52 13.84 14.52 5.99 5.88
13.57 11.79 13.62 16.8 9.78 8.0 12.58 11.52 11.33
19.17 8.02 11.28 16.77 14.0 10.86 14.38 8.54 13.52
15.31 9.77 12.36 14.81 8.07 9.06 18.32 12.62 14.1
14.64 13.75 10.8 18.12 8.08 14.84 14.94 13.18 9.36
13.96 12.78 5.47 16.7 11.45 6.14 15.68 8.66 10.27
12.08 7.74 6.06 15.97 7.77 8.39 19.03 11.97 5.92
13.67 14.99 10.9 18.64 8.94 11.65 12.06 9.22 13.0
12.52 6.58 8.87 10.63 7.88 13.67 11.37 5.29 9.7
15.42 11.71 11.08 11.92 14.2 9.76 12.78 8.42 12.2
15.44 8.56 13.64 19.94 5.54 5.99 19.87 6.03 7.75
12.14 8.69 14.05 19.82 11.37 5.64 19.59 13.04 10.08
17.84 11.6 10.68 18.58 7.97 7.11 11.93 8.98 11.33
13.25 14.76 14.81 12.15 11.58 6.27 11.76 6.01 14.2
18.5 5.29 8.21 14.52 7.79 8.11 17.8 14.53 5.41
13.83 11.34 5.36 13.88 10.51 9.82 15.28 8.55 13.83
14.76 8.3 6.48 10.97 5.01 8.76 17.33 7.14 9.48
14.31 5.38 8.19 15.79 13.53 5.56 12.26 5.11 9.16
16.66 7.87 14.06 18.34 13.43 8.84 17.77 11.0 12.03
16.99 14.99 14.97 18.83 14.99 6.81 19.87 7.94 11.37
12.97 7.33 9.96 13.2 8.54 11.99 16.35 13.66 11.71
13.77 11.75 7.54 13.98 11.95 10.98 13.45 8.26 9.48
15.57 6.66 13.63 14.97 13.49 8.89 11.39 8.13 9.45
18.13 11.19 5.19 16.15 6.08 12.82 11.02 14.37 8.8
19.69 11.37 7.54 16.97 10.57 11.57 17.97 12.63 7.22
