37.01 0.0 0.0 0.0 0.0 0.0 24.02 0.0 0.0 0.0 0.0 0.0 44.65 0.0 0.0 0.0 40.31 0.0 0.0 0.0
0.0 38.36 0.0 0.0 0.0 28.83 0.0 0.0 0.0 0.0 0.0 0.0 0.0 55.25 0.0 0.0 0.0 0.0 29.44 0.0
0.0 0.0 23.87 0.0 0.0 0.0 0.0 0.0 0.0 23.75 46.96 0.0 0.0 0.0 0.0 0.0 0.0 35.17 0.0 0.0
0.0 0.0 0.0 25.55 0.0 0.0 0.0 0.0 21.25 0.0 0.0 0.0 0.0 0.0 58.41 0.0 0.0 0.0 0.0 32.0
0.0 0.0 0.0 0.0 32.72 0.0 0.0 54.88 0.0 0.0 0.0 53.77 0.0 0.0 0.0 46.35 0.0 0.0 0.0 0.0
0.0 20.93 0.0 0.0 0.0 22.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 38.57 0.0 0.0 0.0 0.0 25.73 0.0
50.53 0.0 0.0 0.0 0.0 0.0 31.31 0.0 0.0 0.0 0.0 0.0 42.23 0.0 0.0 0.0 39.62 0.0 0.0 0.0
0.0 0.0 0.0 0.0 31.75 0.0 0.0 37.11 0.0 0.0 0.0 43.75 0.0 0.0 0.0 54.6 0.0 0.0 0.0 0.0
0.0 0.0 0.0 59.44 0.0 0.0 0.0 0.0 38.32 0.0 0.0 0.0 0.0 0.0 39.51 0.0 0.0 0.0 0.0 30.16
0.0 0.0 49.27 0.0 0.0 0.0 0.0 0.0 0.0 24.25 38.81 0.0 0.0 0.0 0.0 0.0 0.0 42.29 0.0 0.0
0.0 0.0 39.3 0.0 0.0 0.0 0.0 0.0 0.0 41.66 23.69 0.0 0.0 0.0 0.0 0.0 0.0 40.16 0.0 0.0
0.0 0.0 0.0 0.0 25.43 0.0 0.0 57.11 0.0 0.0 0.0 21.24 0.0 0.0 0.0 33.66 0.0 0.0 0.0 0.0
31.56 0.0 0.0 0.0 0.0 0.0 41.42 0.0 0.0 0.0 0.0 0.0 23.43 0.0 0.0 0.0 36.55 0.0 0.0 0.0
0.0 27.29 0.0 0.0 0.0 46.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.43 0.0 0.0 0.0 0.0 46.89 0.0
0.0 0.0 0.0 28.35 0.0 0.0 0.0 0.0 47.61 0.0 0.0 0.0 0.0 0.0 22.26 0.0 0.0 0.0 0.0 25.22
0.0 0.0 0.0 0.0 44.4 0.0 0.0 56.69 0.0 0.0 0.0 43.63 0.0 0.0 0.0 28.99 0.0 0.0 0.0 0.0
32.3 0.0 0.0 0.0 0.0 0.0 34.77 0.0 0.0 0.0 0.0 0.0 22.78 0.0 0.0 0.0 17.84 0.0 0.0 0.0
0.0 0.0 21.29 0.0 0.0 0.0 0.0 0.0 0.0 47.72 31.21 0.0 0.0 0.0 0.0 0.0 0.0 24.4 0.0 0.0
0.0 28.52 0.0 0.0 0.0 29.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.4 0.0 0.0 0.0 0.0 26.38 0.0
0.0 0.0 0.0 52.97 0.0 0.0 0.0 0.0 58.2 0.0 0.0 0.0 0.0 0.0 46.46 0.0 0.0 0.0 0.0 34.8
