19.52 0.0 0.0 0.0 0.0 53.95 0.0 0.0 0.0 0.0 0.0 0.0 35.59 0.0 0.0 0.0 0.0 46.22 0.0 0.0 0.0 51.11 0.0 0.0 0.0 0.0 42.77 0.0 0.0 0.0
0.0 29.79 0.0 0.0 0.0 0.0 32.95 0.0 0.0 0.0 0.0 0.0 0.0 41.88 0.0 44.09 0.0 0.0 0.0 0.0 0.0 0.0 44.08 0.0 0.0 0.0 0.0 0.0 46.33 0.0
0.0 0.0 30.93 0.0 0.0 0.0 0.0 51.51 0.0 0.0 36.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.27 0.0 0.0 0.0 0.0 26.34 33.15 0.0 0.0 0.0 0.0
0.0 0.0 0.0 35.35 0.0 0.0 0.0 0.0 39.05 0.0 0.0 32.07 0.0 0.0 0.0 0.0 0.0 0.0 51.33 0.0 38.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.19
0.0 0.0 0.0 0.0 27.54 0.0 0.0 0.0 0.0 53.71 0.0 0.0 0.0 0.0 36.81 0.0 52.73 0.0 0.0 0.0 0.0 0.0 0.0 34.46 0.0 0.0 0.0 59.71 0.0 0.0
40.07 0.0 0.0 0.0 0.0 27.7 0.0 0.0 0.0 0.0 0.0 0.0 35.83 0.0 0.0 0.0 0.0 43.96 0.0 0.0 0.0 27.76 0.0 0.0 0.0 0.0 46.3 0.0 0.0 0.0
0.0 48.48 0.0 0.0 0.0 0.0 25.12 0.0 0.0 0.0 0.0 0.0 0.0 36.39 0.0 42.06 0.0 0.0 0.0 0.0 0.0 0.0 23.54 0.0 0.0 0.0 0.0 0.0 25.75 0.0
0.0 0.0 44.78 0.0 0.0 0.0 0.0 32.84 0.0 0.0 47.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.05 0.0 0.0 0.0 0.0 41.17 55.11 0.0 0.0 0.0 0.0
0.0 0.0 0.0 57.6 0.0 0.0 0.0 0.0 23.31 0.0 0.0 46.07 0.0 0.0 0.0 0.0 0.0 0.0 22.63 0.0 31.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.2
0.0 0.0 0.0 0.0 46.35 0.0 0.0 0.0 0.0 39.6 0.0 0.0 0.0 0.0 41.07 0.0 47.23 0.0 0.0 0.0 0.0 0.0 0.0 32.04 0.0 0.0 0.0 53.54 0.0 0.0
0.0 0.0 49.1 0.0 0.0 0.0 0.0 51.81 0.0 0.0 37.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.33 0.0 0.0 0.0 0.0 56.07 48.26 0.0 0.0 0.0 0.0
0.0 0.0 0.0 33.82 0.0 0.0 0.0 0.0 32.98 0.0 0.0 21.65 0.0 0.0 0.0 0.0 0.0 0.0 59.18 0.0 20.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.91
59.87 0.0 0.0 0.0 0.0 38.99 0.0 0.0 0.0 0.0 0.0 0.0 25.4 0.0 0.0 0.0 0.0 48.39 0.0 0.0 0.0 43.72 0.0 0.0 0.0 0.0 31.08 0.0 0.0 0.0
0.0 44.95 0.0 0.0 0.0 0.0 29.69 0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 47.4 0.0 0.0 0.0 0.0 0.0 0.0 31.1 0.0 0.0 0.0 0.0 0.0 42.43 0.0
0.0 0.0 0.0 0.0 24.66 0.0 0.0 0.0 0.0 40.85 0.0 0.0 0.0 0.0 16.46 0.0 58.58 0.0 0.0 0.0 0.0 0.0 0.0 52.12 0.0 0.0 0.0 27.21 0.0 0.0
0.0 40.73 0.0 0.0 0.0 0.0 30.02 0.0 0.0 0.0 0.0 0.0 0.0 22.83 0.0 29.7 0.0 0.0 0.0 0.0 0.0 0.0 57.76 0.0 0.0 0.0 0.0 0.0 59.85 0.0
0.0 0.0 0.0 0.0 41.48 0.0 0.0 0.0 0.0 30.36 0.0 0.0 0.0 0.0 55.5 0.0 13.25 0.0 0.0 0.0 0.0 0.0 0.0 50.13 0.0 0.0 0.0 58.3 0.0 0.0
26.29 0.0 0.0 0.0 0.0 48.05 0.0 0.0 0.0 0.0 0.0 0.0 58.62 0.0 0.0 0.0 0.0 12.85 0.0 0.0 0.0 25.71 0.0 0.0 0.0 0.0 55.15 0.0 0.0 0.0
0.0 0.0 0.0 38.37 0.0 0.0 0.0 0.0 37.72 0.0 0.0 54.77 0.0 0.0 0.0 0.0 0.0 0.0 27.65 0.0 55.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.89
0.0 0.0 44.3 0.0 0.0 0.0 0.0 49.83 0.0 0.0 37.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 33.06 0.0 0.0 0.0 0.0 31.41 41.84 0.0 0.0 0.0 0.0
0.0 0.0 0.0 55.24 0.0 0.0 0.0 0.0 41.55 0.0 0.0 26.9 0.0 0.0 0.0 0.0 0.0 0.0 38.94 0.0 14.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.53
59.41 0.0 0.0 0.0 0.0 43.82 0.0 0.0 0.0 0.0 0.0 0.0 30.37 0.0 0.0 0.0 0.0 41.59 0.0 0.0 0.0 30.17 0.0 0.0 0.0 0.0 32.4 0.0 0.0 0.0
0.0 54.13 0.0 0.0 0.0 0.0 59.63 0.0 0.0 0.0 0.0 0.0 0.0 35.23 0.0 54.11 0.0 0.0 0.0 0.0 0.0 0.0 21.83 0.0 0.0 0.0 0.0 0.0 20.04 0.0
0.0 0.0 0.0 0.0 26.61 0.0 0.0 0.0 0.0 36.71 0.0 0.0 0.0 0.0 28.37 0.0 29.4 0.0 0.0 0.0 0.0 0.0 0.0 21.88 0.0 0.0 0.0 29.94 0.0 0.0
0.0 0.0 26.06 0.0 0.0 0.0 0.0 41.53 0.0 0.0 21.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 54.12 0.0 0.0 0.0 0.0 24.02 55.68 0.0 0.0 0.0 0.0
0.0 0.0 42.55 0.0 0.0 0.0 0.0 58.58 0.0 0.0 37.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.21 0.0 0.0 0.0 0.0 27.95 37.16 0.0 0.0 0.0 0.0
33.34 0.0 0.0 0.0 0.0 42.84 0.0 0.0 0.0 0.0 0.0 0.0 51.88 0.0 0.0 0.0 0.0 58.17 0.0 0.0 0.0 27.86 0.0 0.0 0.0 0.0 29.32 0.0 0.0 0.0
0.0 0.0 0.0 0.0 25.8 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 40.73 0.0 53.43 0.0 0.0 0.0 0.0 0.0 0.0 51.86 0.0 0.0 0.0 29.05 0.0 0.0
0.0 40.67 0.0 0.0 0.0 0.0 20.85 0.0 0.0 0.0 0.0 0.0 0.0 26.24 0.0 20.52 0.0 0.0 0.0 0.0 0.0 0.0 42.57 0.0 0.0 0.0 0.0 0.0 32.95 0.0
0.0 0.0 0.0 32.27 0.0 0.0 0.0 0.0 28.74 0.0 0.0 56.12 0.0 0.0 0.0 0.0 0.0 0.0 36.26 0.0 49.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.41
