14.63 9.66 13.08 17.73 12.1 11.7 17.41 9.28 5.62
16.42 9.47 14.61 17.02 9.94 9.63 17.57 13.8 8.4
18.58 6.68 8.95 13.66 12.55 7.98 17.9 14.5 8.14
15.27 7.84 14.15 13.82 9.96 5.04 13.21 5.24 5.29
19.83 10.39 13.68 19.37 13.96 10.99 15.03 8.99 12.88
17.1 10.1 6.28 16.98 13.11 14.6 10.16 9.2 12.98
13.36 11.53 14.6 19.57 10.87 14.63 12.43 7.5 9.84
19.7 7.39 14.07 14.96 10.51 12.64 16.4 5.12 5.64
18.95 7.05 8.61 11.19 11.9 11.85 11.66 11.28 8.68
10.82 5.69 13.28 12.11 9.66 7.48 19.36 5.24 14.85
12.41 7.89 10.47 12.27 6.62 6.25 16.74 8.06 11.01
18.84 6.95 11.65 14.4 5.32 12.79 13.43 12.91 8.43
16.45 10.25 5.09 16.44 10.36 14.65 16.39 14.06 8.26
13.91 9.51 9.03 17.94 6.27 12.34 19.57 11.21 8.36
10.59 11.61 6.02 12.12 6.43 9.7 11.5 10.25 6.25
13.46 7.71 13.97 11.25 5.84 9.36 16.4 6.53 14.54
15.12 10.82 11.04 11.18 9.59 9.83 13.14 8.99 12.19
19.7 10.24 9.06 10.14 5.44 14.53 13.65 14.68 13.17
11.34 7.98 8.21 10.88 5.29 14.57 14.88 13.17 8.01
10.51 6.92 5.32 19.0 8.02 8.89 15.93 10.78 9.56
15.28 14.52 5.49 13.99 5.48 6.69 16.27 8.5 5.37
12.67 13.27 9.98 14.09 7.24 5.6 12.44 13.04 11.49
18.5 9.33 11.11 10.89 11.6 8.58 18.39 5.26 5.4
13.69 11.0 7.8 14.42 7.16 7.78 12.27 7.32 9.9
11.03 9.49 9.38 14.42 12.83 11.19 17.97 13.66 14.9
19.73 12.11 5.4 15.29 6.39 14.18 14.26 12.41 6.45
15.62 11.86 8.32 16.71 12.03 8.41 14.39 14.23 14.82
12.49 12.62 11.68 17.05 9.29 6.76 17.3 13.97 10.52
10.05 5.1 11.74 18.02 8.98 14.48 19.06 8.43 6.11
11.01 14.89 12.13 12.22 9.38 8.21 14.2 10.14 6.91
11.76 6.28 5.63 15.07 15.0 7.39 10.55 8.57 14.96
18.89 13.78 12.74 17.23 5.49 12.69 12.64 14.37 11.8
13.65 10.99 14.47 19.35 13.54 14.11 19.7 8.82 14.08
19.86 14.32 12.83 10.79 5.79 14.68 19.72 7.68 6.77
18.91 13.56 10.22 13.0 8.09 8.08 18.41 10.41 12.77
15.46 14.53 9.25 14.44 8.26 10.63 19.51 12.14 10.38
