23.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 36.58 0.0 0.0 0.0 0.0 48.99 0.0 0.0 0.0 0.0 0.0 58.3 0.0 0.0 47.93 0.0 0.0 0.0 0.0 0.0 33.81 0.0 0.0 0.0 0.0 0.0
0.0 24.32 0.0 0.0 0.0 0.0 29.31 0.0 0.0 0.0 0.0 0.0 0.0 32.33 0.0 0.0 0.0 0.0 0.0 37.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 44.47 0.0 0.0 0.0 40.58 0.0 0.0
0.0 0.0 24.99 0.0 0.0 0.0 0.0 0.0 0.0 29.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.47 0.0 0.0 47.83 0.0 0.0 0.0 0.0 0.0 0.0 39.58 0.0 0.0 0.0 0.0 32.79 0.0 0.0 0.0
0.0 0.0 0.0 25.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.74 49.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.52 0.0 51.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.06 0.0
0.0 0.0 0.0 0.0 31.66 0.0 0.0 20.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.84 0.0 57.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 51.41 0.0 0.0 47.25 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 28.13 0.0 0.0 37.82 0.0 0.0 0.0 0.0 0.0 39.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.21 0.0 0.0 0.0 52.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.49
0.0 55.89 0.0 0.0 0.0 0.0 39.85 0.0 0.0 0.0 0.0 0.0 0.0 43.26 0.0 0.0 0.0 0.0 0.0 34.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.65 0.0 0.0 0.0 32.59 0.0 0.0
0.0 0.0 0.0 0.0 54.87 0.0 0.0 17.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.71 0.0 41.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.38 0.0 0.0 40.5 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 32.89 0.0 0.0 15.42 0.0 0.0 0.0 0.0 0.0 50.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.19 0.0 0.0 0.0 30.41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.73
0.0 0.0 53.83 0.0 0.0 0.0 0.0 0.0 0.0 23.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.59 0.0 0.0 56.19 0.0 0.0 0.0 0.0 0.0 0.0 39.9 0.0 0.0 0.0 0.0 49.36 0.0 0.0 0.0
29.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.86 0.0 0.0 0.0 0.0 45.35 0.0 0.0 0.0 0.0 0.0 31.27 0.0 0.0 48.24 0.0 0.0 0.0 0.0 0.0 54.78 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 31.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.93 53.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.84 0.0 52.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.83 0.0
0.0 0.0 0.0 21.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.6 33.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.22 0.0 39.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.3 0.0
0.0 53.1 0.0 0.0 0.0 0.0 59.94 0.0 0.0 0.0 0.0 0.0 0.0 34.02 0.0 0.0 0.0 0.0 0.0 33.96 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.41 0.0 0.0 0.0 22.42 0.0 0.0
0.0 0.0 0.0 0.0 0.0 27.54 0.0 0.0 31.81 0.0 0.0 0.0 0.0 0.0 36.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.83 0.0 0.0 0.0 46.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.31
52.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.6 0.0 0.0 0.0 0.0 19.94 0.0 0.0 0.0 0.0 0.0 50.16 0.0 0.0 53.1 0.0 0.0 0.0 0.0 0.0 43.79 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 40.05 0.0 0.0 54.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.61 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.94 0.0 0.0 27.04 0.0 0.0 0.0 0.0
0.0 0.0 57.94 0.0 0.0 0.0 0.0 0.0 0.0 32.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.81 0.0 0.0 51.01 0.0 0.0 0.0 0.0 0.0 0.0 52.05 0.0 0.0 0.0 0.0 41.87 0.0 0.0 0.0
0.0 0.0 0.0 0.0 28.68 0.0 0.0 56.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.3 0.0 19.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.95 0.0 0.0 29.2 0.0 0.0 0.0 0.0
0.0 51.38 0.0 0.0 0.0 0.0 53.61 0.0 0.0 0.0 0.0 0.0 0.0 27.74 0.0 0.0 0.0 0.0 0.0 13.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 50.68 0.0 0.0 0.0 27.88 0.0 0.0
0.0 0.0 36.41 0.0 0.0 0.0 0.0 0.0 0.0 49.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.2 0.0 0.0 19.97 0.0 0.0 0.0 0.0 0.0 0.0 44.5 0.0 0.0 0.0 0.0 20.61 0.0 0.0 0.0
59.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 58.57 0.0 0.0 0.0 0.0 49.45 0.0 0.0 0.0 0.0 0.0 39.48 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 32.07 0.0 0.0 0.0 0.0 0.0
