15.43 5.31 11.99 16.66 11.83 12.62 17.75 14.21 9.33 10.04 6.47 11.19
12.27 14.7 9.74 11.72 6.61 7.66 19.84 10.26 11.95 13.04 5.25 11.59
12.01 14.29 13.54 19.42 10.45 11.75 18.48 13.42 11.9 12.69 9.07 11.2
18.17 9.01 7.73 16.5 6.15 14.49 16.01 7.39 12.38 15.26 7.76 8.41
14.46 6.76 11.78 16.56 10.89 12.88 13.55 13.08 11.72 17.68 12.65 7.23
12.37 7.49 9.06 17.04 5.27 10.58 12.03 5.71 8.97 12.23 13.48 13.14
17.31 9.37 10.66 19.32 13.6 10.01 13.71 6.51 13.59 11.67 14.36 8.6
14.89 5.79 14.15 15.66 14.7 9.32 11.91 9.05 10.74 18.59 5.28 8.75
10.89 6.33 8.86 16.57 13.16 13.43 13.39 9.03 9.3 17.95 6.03 13.65
18.47 8.71 6.44 17.02 13.35 12.4 18.24 13.38 8.16 11.93 14.36 5.31
17.68 8.65 10.68 18.48 7.05 8.68 13.86 7.4 13.02 13.96 11.76 7.46
15.46 11.83 14.08 14.25 12.1 13.24 14.34 5.0 13.47 19.84 5.41 12.61
10.24 11.32 14.91 15.28 9.79 9.54 17.31 5.49 5.19 14.09 8.75 6.93
17.84 14.11 5.86 16.27 11.12 5.18 14.91 13.2 14.67 18.46 10.75 10.91
14.95 10.83 8.69 18.06 7.56 11.97 16.54 13.6 9.89 19.8 8.51 10.12
13.68 12.55 5.55 10.44 11.35 14.5 10.84 10.51 8.77 17.82 6.19 7.31
10.74 12.28 9.84 11.08 13.3 6.49 10.58 9.66 5.79 13.7 5.45 6.99
13.52 10.36 7.41 12.57 8.54 11.12 14.56 7.02 13.71 11.6 6.54 10.29
17.5 7.42 9.86 11.84 10.59 10.01 13.45 9.97 8.47 12.06 5.03 10.54
19.91 14.69 6.45 11.37 12.84 6.3 13.88 10.71 13.27 11.63 8.73 6.08
13.1 8.98 11.19 10.33 7.41 14.63 16.44 9.99 8.37 13.37 7.17 10.6
16.05 7.87 7.3 12.75 14.33 8.36 19.88 13.82 6.33 17.68 9.87 7.31
18.38 5.16 9.35 12.25 9.84 5.65 14.3 13.65 9.12 18.12 13.94 5.33
12.74 8.54 8.57 16.21 13.22 9.91 16.2 14.08 11.5 15.89 13.51 11.22
12.77 10.94 12.03 15.89 14.56 6.69 14.9 10.67 13.86 11.02 10.3 5.79
18.43 9.89 8.14 10.93 11.74 6.68 12.36 9.76 8.63 12.52 11.54 5.93
18.94 11.5 12.61 14.95 11.12 13.22 15.8 10.53 13.55 14.95 6.72 5.59
16.51 9.56 5.22 19.59 12.27 12.96 10.15 9.08 12.37 12.2 13.03 7.42
17.92 7.8 7.98 10.4 11.96 9.63 18.0 6.09 5.66 18.8 12.27 8.67
10.01 11.93 5.11 19.68 9.3 9.34 17.92 14.5 5.52 14.04 6.68 13.8
11.72 5.69 6.0 10.22 10.92 6.92 18.47 14.44 14.19 12.77 12.42 10.86
18.26 11.69 11.14 15.02 14.28 9.22 10.24 11.91 9.23 16.38 8.45 12.03
18.54 5.08 8.77 13.31 9.33 8.01 18.83 5.43 6.2 19.69 6.78 13.87
14.6 13.98 5.62 19.77 5.18 7.62 19.91 9.02 10.61 16.0 12.33 7.24
14.73 11.96 6.47 17.93 6.33 10.7 11.74 10.17 5.7 16.12 8.12 12.66
12.52 8.65 8.36 19.15 7.56 9.55 15.58 5.04 7.35 11.77 8.3 13.54
